"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Agent-OM: Leveraging Large Language Models for Ontology Matching","https://scispace.com/paper/agent-om-leveraging-large-language-models-for-ontology-3ng4uwozxb","2023","Journal Article","arXiv.org","Zhangcheng Qiang
Weiqing Wang
Kerry Taylor","10.48550/arxiv.2312.00326","https://scispace.compdf/agent-om-leveraging-large-language-models-for-ontology-3ng4uwozxb.pdf","Ontology matching (OM) enables semantic interoperability between different ontologies and resolves their conceptual heterogeneity by aligning related entities. OM systems currently have two prevailing design paradigms: conventional knowledge-based expert systems and newer machine learning-based predictive systems. While large language models (LLMs) and LLM-based agents have become revolutionary in data engineering and have been applied creatively in various domains, their potential for OM remains underexplored. This study introduces a novel agent-powered LLM-based design paradigm for OM systems. With thoughtful consideration of several specific challenges to leverage LLMs for OM, we propose a generic framework, namely Agent-OM, consisting of two Siamese agents for retrieval and matching, with a set of simple prompt-based OM tools. Our framework is implemented in a proof-of-concept system. Evaluations of three Ontology Alignment Evaluation Initiative (OAEI) tracks over state-of-the-art OM systems show that our system can achieve very close results to the best long-standing performance on simple OM tasks and significantly improve the performance on complex and few-shot OM tasks.","This study introduces a novel agent-powered LLM-based design paradigm for OM systems, namely Agent-OM, consisting of two Siamese agents for retrieval and matching, with a set of simple prompt-based OM tools."
"Prompt-guided LLM agent for end-to-end ontology learning","https://scispace.com/paper/prompt-guided-llm-agent-for-end-to-end-ontology-learning-247zgprujwq4","2025","Journal Article","Ìnformacìjnì tehnologìï ta kompʼûterna ìnženerìâ","Yaroslav Teplyi
Dmytro Dosyn","10.31649/vitce/2.2025.35","","Abstract. Turning the vast knowledge of large language models (LLMs) into logical, machine-interpretable ontologies poses a difficult task. Conventional single-prompt strategies often generated ambiguous or mutually inconsistent triples could not be merged safely with reference knowledge bases. The present work therefore aimed to design and empirically verify an entirely automated workflow that converts raw text into schema–compliant RDF/OWL statements without manual intervention. The resulting agent combined four stages – schema discovery, instance extraction, self-repair validation, and ontology alignment – each expressed as structured prompts executed by an LLM. A validator inspected every candidate assertion against the extracted domain-range constraints; any violation triggered an iterative analyse- errors / fix-schema / fix-instances loop until consistency was reached. The workflow was instantiated with three families of LLMs – GPT-4.1-mini, LLaMA-3.3-70b, and Grok-3-mini – chosen to represent high-end proprietary, open-weights, and cost-efficient small models. Quality was measured on the synthetic Measure of Information in Nodes and Edges (MINE) benchmark and on two real scholarly texts: ten English CEUR-WS workshop volumes and ten Ukrainian issues of the Journal of Lviv Polytechnic National University “Information Systems and Networks”. On MINE the agent paired with LLaMA-3.3-70b achieved 67.5% fact recall, surpassing the KGGen pipeline (66.07%) while still enforcing schema coherence; GPT-4.1-mini and Grok-3-mini reached 59.8% and 52.4%, respectively. When applied to the bilingual texts, all models reproduced the canonical author–paper–journal relation, proposed up to 39 new classes and 29 new relations, and instantiated more than 800 individuals per dataset with only minor post-repair inconsistencies. Extracted labels remained in English even for Ukrainian inputs. While GPT-4.1-mini and LLaMA-3.3-70b generated broader and valid schema yet most of the schema remained uninitiated, when Grok-3-mini produced concise and fully populated schema with instances. The practical outcome is a pipeline that can be used on digital libraries or domain portals to expand existing knowledge graphs continuously and with minimal human effort, thereby lowering the cost for ontology maintenance and enrichment ",""
"On the Multiple Roles of Ontologies in Explainable AI","https://scispace.com/paper/on-the-multiple-roles-of-ontologies-in-explainable-ai-g9srorvghj","2023","Journal Article","arXiv.org","Roberto Confalonieri
Giancarlo Guizzardi","10.48550/arxiv.2311.04778","","This paper discusses the different roles that explicit knowledge, in particular ontologies, can play in Explainable AI and in the development of human-centric explainable systems and intelligible explanations. We consider three main perspectives in which ontologies can contribute significantly, namely reference modelling, common-sense reasoning, and knowledge refinement and complexity management. We overview some of the existing approaches in the literature, and we position them according to these three proposed perspectives. The paper concludes by discussing what challenges still need to be addressed to enable ontology-based approaches to explanation and to evaluate their human-understandability and effectiveness.","Ontologies play a significant role in Explainable AI by providing reference models, enabling common-sense reasoning, and managing knowledge refinement and complexity."
"A Hybrid Approach to Representing Shared Conceptualization in Decentralized AI Systems: Integrating Epistemology, Ontology, and Epistemic Logic","https://scispace.com/paper/a-hybrid-approach-to-representing-shared-conceptualization-2bj5bubne1","2023","Journal Article","AppliedMath","Fateh Adhnouss
Husam El-Asfour
Kenneth McIsaac
Idris El-Feghi","10.3390/appliedmath3030032","","Artificial Intelligence (AI) systems are increasingly being deployed in decentralized environments where they interact with other AI systems and humans. In these environments, each participant may have different ways of expressing the same semantics, leading to challenges in communication and collaboration. To address these challenges, this paper presents a novel hybrid model for shared conceptualization in decentralized AI systems. This model integrates ontology, epistemology, and epistemic logic, providing a formal framework for representing and reasoning about shared conceptualization. It captures both the intensional and extensional components of the conceptualization structure and incorporates epistemic logic to capture knowledge and belief relationships between agents. The model’s unique contribution lies in its ability to handle different perspectives and beliefs, making it particularly suitable for decentralized environments. To demonstrate the model’s practical application and effectiveness, it is applied to a scenario in the healthcare sector. The results show that the model has the potential to improve AI system performance in a decentralized context by enabling efficient communication and collaboration among agents. This study fills a gap in the literature concerning the representation of shared conceptualization in decentralized environments and provides a foundation for future research in this area. ","The model’s unique contribution lies in its ability to handle different perspectives and beliefs, making it particularly suitable for decentralized environments, and has the potential to improve AI system performance in a decentralized context."
"""Automation of Machine Learning Pipeline Design by an Ontology as an Integrative Meta-Learning Model""","https://scispace.com/paper/automation-of-machine-learning-pipeline-design-by-an-zqp3flx0sr5t","2024","Repository","","","10.5281/zenodo.11096906","","This article considers the problem of automating the design of machine learning (ML) pipelines. Methods for automating the design of ML pipelines were analyzed. Based on the analysis performed an ontology would be promising for solving the above problem. A method for automating the design of ML pipelines based on ontological engineering was proposed. An ML ontology aimed at constructing pipelines was created. An application for automated construction of pipelines based on the created ontology was developed. The effectiveness of the developed solution has been assessed experimentally, as compared with state-of-the-art automated pipeline construction tools named TPOT. The solution presented not only appears to be more efficient in terms of the quality of the result obtained in the minimum required time, but is also comparable to the above tool regardless of the time of running. ",""
"Combining Machine Learning and Ontology: A Systematic Literature Review","https://scispace.com/paper/combining-machine-learning-and-ontology-a-systematic-1qpika5h5q","2024","Journal Article","arXiv.org","Sarah Ghidalia
Ouassila Labbani-Narsis
Aurélie Bertaux
Christophe Nicolle","10.48550/arxiv.2401.07744","","Motivated by the desire to explore the process of combining inductive and deductive reasoning, we conducted a systematic literature review of articles that investigate the integration of machine learning and ontologies. The objective was to identify diverse techniques that incorporate both inductive reasoning (performed by machine learning) and deductive reasoning (performed by ontologies) into artificial intelligence systems. Our review, which included the analysis of 128 studies, allowed us to identify three main categories of hybridization between machine learning and ontologies: learning-enhanced ontologies, semantic data mining, and learning and reasoning systems. We provide a comprehensive examination of all these categories, emphasizing the various machine learning algorithms utilized in the studies. Furthermore, we compared our classification with similar recent work in the field of hybrid AI and neuro-symbolic approaches. ","A systematic literature review of articles that investigate the integration of machine learning and ontologies identified three main categories of hybridization between machine learning and ontologies: learning-enhanced ontologies, semantic data mining, and learning and reasoning systems."
"A Framework for Ontology-Driven Multiagent System Generation","https://scispace.com/paper/a-framework-for-ontology-driven-multiagent-system-generation-pif8uj0ytpmo","2025","Journal Article","","Bogdan Okreša Đurić
Carlos Carrascosa","10.1109/mipro65660.2025.11131908","","This paper presents a novel framework for developing multiagent systems using ontology-based modelling consisting of an ontology and an executable module to translate ontology to implementation templates. It systematically maps concepts and relationships to agent roles, behaviours, and interactions by capturing domain knowledge in an ontology. Furthermore, it automatically generates implementation templates for the modelled multiagent system. This way, the need for extensive manual coding may be somewhat reduced, ensuring that conceptual integrity is maintained throughout development. A case study showcases how the proposed framework may speed up the design cycle, reduce coding errors, and enhance system extensibility. Using ontology-driven generation ensures consistency and interoperability, as each agent artefact follows the established domain semantics. This approach may be especially beneficial in complex, knowledge-intensive environments that require collaborative and distributed solutions. Ultimately, it may lead to a flexible and scalable process from domain modelling to multiagent implementation. Our framework provides a way that might help bridge the gap between conceptual design and agent-based execution, streamlining multiagent system development and ensuring robust alignment with domainspecific ontologies.","This paper proposes a framework for generating multiagent systems using ontology-driven modelling, automating implementation template generation and reducing manual coding, while ensuring conceptual integrity, consistency, and interoperability in complex, knowledge-intensive environments."
"RAGulating Compliance: A Multi-Agent Knowledge Graph for Regulatory QA","https://scispace.com/paper/ragulating-compliance-a-multi-agent-knowledge-graph-for-kjshlo5iqxgp","2025","Journal Article","arXiv.org","Bhavik Agarwal
Hemant Sunil Jomraj
Simone Kaplunov
Jack Krolick
Viktoria Rojkova","10.48550/arxiv.2508.09893","https://scispace.compdf/ragulating-compliance-a-multi-agent-knowledge-graph-for-kjshlo5iqxgp.pdf","Regulatory compliance question answering (QA) requires precise, verifiable information, and domain-specific expertise, posing challenges for Large Language Models (LLMs). In this work, we present a novel multi-agent framework that integrates a Knowledge Graph (KG) of Regulatory triplets with Retrieval-Augmented Generation (RAG) to address these demands. First, agents build and maintain an ontology-free KG by extracting subject--predicate--object (SPO) triplets from regulatory documents and systematically cleaning, normalizing, deduplicating, and updating them. Second, these triplets are embedded and stored along with their corresponding textual sections and metadata in a single enriched vector database, allowing for both graph-based reasoning and efficient information retrieval. Third, an orchestrated agent pipeline leverages triplet-level retrieval for question answering, ensuring high semantic alignment between user queries and the factual""who-did-what-to-whom""core captured by the graph. Our hybrid system outperforms conventional methods in complex regulatory queries, ensuring factual correctness with embedded triplets, enabling traceability through a unified vector database, and enhancing understanding through subgraph visualization, providing a robust foundation for compliance-driven and broader audit-focused applications.","Researchers propose a multi-agent framework integrating a Knowledge Graph and Retrieval-Augmented Generation to address regulatory compliance question answering challenges, outperforming conventional methods with high semantic alignment and factual correctness."
"A Hybrid Approach to Representing Shared Conceptualization in Decentralized AI Systems: Integrating Epistemology, Ontology, and Epistemic Logic","https://scispace.com/paper/a-hybrid-approach-to-representing-shared-conceptualization-s1wwuc3a","2023","Posted Content","","","10.20944/preprints202305.1662.v1","","The deployment of Artificial Intelligence (AI) systems in decentralized environments is on the rise, yet representation of shared conceptualization in such scenarios remains a challenging issue. The absence of a shared understanding can lead to suboptimal performance of AI systems and hinders the ability to comprehend the knowledge and beliefs of agents in the domain. This paper proposes a formal model for modeling conceptualization in AI systems that integrates ontology, epistemology, and epistemic logic. The model aims to address the gap in representing shared conceptualization in decentralized environments and enhance the performance of AI systems operating in such environments. The proposed model is a hybrid structure that blends extensional and intensional structures and leverages logic-based languages for modeling purposes. A case study in the healthcare sector is presented to illustrate the application of the proposed model. The study contributes to the existing literature by providing a formal model for representing shared conceptualization in decentralized environments, which can be utilized to optimize the performance of AI systems in these environments. ","In this article , the authors proposed a formal model for modeling conceptualization in AI systems that integrates ontology, epistemology, and epistemic logic, which can be used to optimize the performance of AI systems in decentralized environments."
"Dynamic Retrieval Augmented Generation of Ontologies using Artificial Intelligence (DRAGON-AI)","https://scispace.com/paper/dynamic-retrieval-augmented-generation-of-ontologies-using-5t453cfx8cdu","2024","Journal Article","Journal of Biomedical Semantics","Sabrina Toro
Anna V. Anagnostopoulos
Susan M. Bello
Kai Blumberg
Rhiannon Cameron
Leigh Carmody
Alexander D. Diehl
Damion Dooley
William D. Duncan
Petra Fey
Pascale Gaudet
Nomi L. Harris
Marcin P. Joachimiak
Leila Kiani
Tiago Lubiana
Monica Muñoz‐Torres
Shawn T. O’Neil
David Osumi-Sutherland
Aleix Puig-Barbe
Justin Reese
Leonore Reiser
Sofia Robb
Troy Ruemping
James Seager
Eric Sid
Ray Stefancsik
Magalie Weber
Valerie Wood
Melissa Haendel
Chris Mungall","10.1186/s13326-024-00320-3","","Abstract Background Ontologies are fundamental components of informatics infrastructure in domains such as biomedical, environmental, and food sciences, representing consensus knowledge in an accurate and computable form. However, their construction and maintenance demand substantial resources and necessitate substantial collaboration between domain experts, curators, and ontology experts. We present Dynamic Retrieval Augmented Generation of Ontologies using AI (DRAGON-AI), an ontology generation method employing Large Language Models (LLMs) and Retrieval Augmented Generation (RAG). DRAGON-AI can generate textual and logical ontology components, drawing from existing knowledge in multiple ontologies and unstructured text sources. Results We assessed performance of DRAGON-AI on de novo term construction across ten diverse ontologies, making use of extensive manual evaluation of results. Our method has high precision for relationship generation, but has slightly lower precision than from logic-based reasoning. Our method is also able to generate definitions deemed acceptable by expert evaluators, but these scored worse than human-authored definitions. Notably, evaluators with the highest level of confidence in a domain were better able to discern flaws in AI-generated definitions. We also demonstrated the ability of DRAGON-AI to incorporate natural language instructions in the form of GitHub issues. Conclusions These findings suggest DRAGON-AI's potential to substantially aid the manual ontology construction process. However, our results also underscore the importance of having expert curators and ontology editors drive the ontology generation process. ","DRAGON-AI, an AI-powered ontology generation method, uses Large Language Models and Retrieval Augmented Generation to construct and maintain ontologies, achieving high precision in relationship generation and acceptable definitions, but requiring human oversight and expertise."
"A Survey of AI Agent Registry Solutions","https://scispace.com/paper/a-survey-of-ai-agent-registry-solutions-jexrm9q4azix","2025","Journal Article","arXiv.org","Aditi Singh
Abul Ehtesham
Ramesh Raskar
Mahesh Lambe
Pradyumna Chari
Jared James Grogan
Abhishek Singh
Saket Kumar","10.48550/arxiv.2508.03095","https://scispace.compdf/a-survey-of-ai-agent-registry-solutions-jexrm9q4azix.pdf","As As autonomous AI agents scale across cloud, enterprise, and decentralized environments, the need for standardized registry systems to support discovery, identity, and capability sharing has become essential. This paper surveys three prominent registry approaches each defined by a unique metadata model: MCP's mcp.json, A2A's Agent Card, and NANDA's AgentFacts. MCP uses a centralized metaregistry with GitHub authenticated publishing and structured metadata for server discovery. A2A enables decentralized interaction via JSON-based Agent Cards, discoverable through well-known URIs, curated catalogs, or direct configuration. NANDA Index introduces AgentFacts, a cryptographically verifiable and privacy-preserving metadata model designed for dynamic discovery, credentialed capabilities, and cross-domain interoperability. These approaches are compared across four dimensions: security, scalability, authentication, and maintainability. The paper concludes with suggestions and recommendations to guide future design and adoption of registry systems for the Internet of AI Agents.","This paper surveys three AI agent registry solutions: MCP's mcp.json, A2A's Agent Card, and NANDA's AgentFacts, comparing their security, scalability, authentication, and maintainability, and providing recommendations for future registry system design and adoption in the Internet of AI Agents."
"Establishing Meta-Decision-Making for AI: An Ontology of Relevance,
  Representation and Reasoning","https://scispace.com/paper/establishing-meta-decision-making-for-ai-an-ontology-of-2yuf3mp1","2022","Posted Content","","","10.48550/arxiv.2210.00608","https://scispace.com/pdf/establishing-meta-decision-making-for-ai-an-ontology-of-2yuf3mp1.pdf","We propose an ontology of building decision-making systems, with the aim of establishing Meta-Decision-Making for Artificial Intelligence (AI), improving autonomy, and creating a framework to build metrics and benchmarks upon. To this end, we propose the three parts of Relevance, Representation, and Reasoning, and discuss their value in ensuring safety and mitigating risk in the context of third wave cognitive systems. Our nomenclature reflects the literature on decision-making, and our ontology allows researchers that adopt it to frame their work in relation to one or more of these parts. ","In this paper , the authors propose an ontology of building decision-making systems, with the aim of establishing Meta-Decision-Making for Artificial Intelligence (AI), improving autonomy, and creating a framework to build metrics and benchmarks upon."
"From Archimate to Computer Ontologies: Advancing Semantic Enterprise Architecture With RAG/RIG AI Services in RDF/OWL","https://scispace.com/paper/from-archimate-to-computer-ontologies-advancing-semantic-9jttqvbndcyo","2025","Journal Article","","Kyrylo Malakhov","10.31274/isudp.2025.197.02","","As modern AI-driven applications evolve, enterprise architecture (EA) must adapt to accommodate sophisticated text-processing services like Retrieval-Augmented Generation (RAG) and Retrieval-Interleaved Generation (RIG). Traditional modeling notations such as ArchiMate excel at describing business, application, and technology layers, but they can prove restrictive for dynamic, machine-readable contexts. This article explores how to combine ArchiMate’s well-structured EA views with an ontology-based paradigm in RDF/OWL, enabling more flexible, data-centric models. By representing RAG/RIG components–along with their knowledge bases, orchestrators, and compliance requirements–as semantic concepts, architects gain the ability to perform automated reasoning, enforce constraints (e.g., cardinalities, policies), and integrate real-time operational data. The approach transforms enterprise architecture from static diagrams into a living knowledge graph, supporting advanced SPARQL queries, iterative refinements in CI/CD pipelines, and richer collaboration across business and IT domains. Ultimately, the semantic web paradigm offers organizations a pathway to a truly adaptive and governed architecture that keeps pace with emerging AI capabilities. ","This study integrates ArchiMate with RDF/OWL ontologies to create a dynamic, data-centric enterprise architecture, enabling automated reasoning, constraint enforcement, and real-time data integration, transforming EA into a living knowledge graph that supports adaptive and governed architecture."
"Beyond Pipelines: A Survey of the Paradigm Shift toward Model-Native Agentic AI","https://scispace.com/paper/beyond-pipelines-a-survey-of-the-paradigm-shift-toward-model-q1pqb2ktpia5","2025","Journal Article","","Sang, Jitao
Xiao Jinlin
Han Jia‐Run
Chen, Jilin
Chen Xiaoyi
Wei Shuyu
Sun, Yongjie
Wang Yu-hang","10.48550/arxiv.2510.16720","","The rapid evolution of agentic AI marks a new phase in artificial intelligence, where Large Language Models (LLMs) no longer merely respond but act, reason, and adapt. This survey traces the paradigm shift in building agentic AI: from Pipeline-based systems, where planning, tool use, and memory are orchestrated by external logic, to the emerging Model-native paradigm, where these capabilities are internalized within the model's parameters. We first position Reinforcement Learning (RL) as the algorithmic engine enabling this paradigm shift. By reframing learning from imitating static data to outcome-driven exploration, RL underpins a unified solution of LLM + RL + Task across language, vision and embodied domains. Building on this, the survey systematically reviews how each capability -- Planning, Tool use, and Memory -- has evolved from externally scripted modules to end-to-end learned behaviors. Furthermore, it examines how this paradigm shift has reshaped major agent applications, specifically the Deep Research agent emphasizing long-horizon reasoning and the GUI agent emphasizing embodied interaction. We conclude by discussing the continued internalization of agentic capabilities like Multi-agent collaboration and Reflection, alongside the evolving roles of the system and model layers in future agentic AI. Together, these developments outline a coherent trajectory toward model-native agentic AI as an integrated learning and interaction framework, marking the transition from constructing systems that apply intelligence to developing models that grow intelligence through experience. ",""
"A curated, ontology-based, large-scale knowledge graph of artificial intelligence tasks and benchmarks","https://scispace.com/paper/a-curated-ontology-based-large-scale-knowledge-graph-of-29gjiblb","2022","Journal Article","Scientific Data","","10.1038/s41597-022-01435-x","https://scispace.com/pdf/a-curated-ontology-based-large-scale-knowledge-graph-of-29gjiblb.pdf","Research in artificial intelligence (AI) is addressing a growing number of tasks through a rapidly growing number of models and methodologies. This makes it difficult to keep track of where novel AI methods are successfully - or still unsuccessfully - applied, how progress is measured, how different advances might synergize with each other, and how future research should be prioritized. To help address these issues, we created the Intelligence Task Ontology and Knowledge Graph (ITO), a comprehensive, richly structured and manually curated resource on artificial intelligence tasks, benchmark results and performance metrics. The current version of ITO contains 685,560 edges, 1,100 classes representing AI processes and 1,995 properties representing performance metrics. The primary goal of ITO is to enable analyses of the global landscape of AI tasks and capabilities. ITO is based on technologies that allow for easy integration and enrichment with external data, automated inference and continuous, collaborative expert curation of underlying ontological models. We make the ITO dataset and a collection of Jupyter notebooks utilizing ITO openly available. ","The Intelligence Task Ontology and Knowledge Graph (ITO) as discussed by the authors is a rich, richly structured and manually curated resource on artificial intelligence tasks, benchmark results and performance metrics, which is based on technologies that allow easy integration and enrichment with external data, automated inference and continuous, collaborative expert curation of underlying ontological models."
"Exploring Ontology Development Techniques Across Domains","https://scispace.com/paper/exploring-ontology-development-techniques-across-domains-upvaf0afkm9d","2025","Journal Article","","Oluwatosin O. Bamigboye
Indira Padayachee
Prabhakar Rontala Subramaniam","10.1109/ictas64866.2025.11155432","","This study explores how ontologies are developed and applied for knowledge representation across diverse domains. It analyses methodologies, tools, and evaluation techniques used in ontology construction, highlighting trends, best practices, and common challenges. Ontologies play a crucial role in enabling the semantic web, which is designed to be understood and interpreted by machines. They offer a structured data modeling framework, organizing and linking concepts through semantic relationships within defined domain boundaries. While various methods exist to support ontology creation, however there is no universally accepted standard for ontology design currently. Thus, this paper aims to survey the state-of-the-art review in exploring ontology development techniques across different domains. This study reviewed recently published articles from popular research search engines. The evaluation examined how different approaches are used for the base creation of ontologies as well as the re-use of existing ones. In addition, this study looked at the use of ontology languages and editors. This study reported that many of the methods present do include what is seen as important elements of ontology and software engineering, but also bring to the fore some of the issues related to the methodology of ontology development, which is put forward for knowledge representation.","This study surveys ontology development techniques across domains, analyzing methodologies, tools, and evaluation techniques, highlighting trends, best practices, and challenges in ontology construction for the semantic web, a structured data modeling framework."
"The ontology for agents, systems and integration of services: OASIS version 2$","https://scispace.com/paper/the-ontology-for-agents-systems-and-integration-of-services-z7aejwq9","2023","Journal Article","Intelligenza Artificiale","Schorlemmer André Lukas","10.3233/ia-230002","http://arxiv.org/pdf/2306.10061","Semantic representation is a key enabler for several application domains, and the multi-agent systems realm makes no exception. Among the methods for semantically representing agents, one has been essentially achieved by taking a behaviouristic vision, through which one can describe how they operate and engage with their peers. The approach essentially aims at defining the operational capabilities of agents through the mental states related with the achievement of tasks. The OASIS ontology — An Ontology for Agent, Systems, and Integration of Services, presented in 2019 — pursues the behaviouristic approach to deliver a semantic representation system and a communication protocol for agents and their commitments. This paper reports on the main modelling choices concerning the representation of agents in OASIS 2, the latest major upgrade of OASIS, and the achievement reached by the ontology since it was first introduced, in particular in the context of ontologies for blockchains. ","The OASIS ontology as mentioned in this paper is an ontology for agent, systems, and integration of services, which aims at defining the operational capabilities of agents through the mental states related with the achievement of tasks."
"Toward a Hybrid Ontology Framework for Semantic Data Understanding in AI-Augmented Data Warehousing","https://scispace.com/paper/toward-a-hybrid-ontology-framework-for-semantic-data-hmrf9dj3rol9","2025","Journal Article","","Harini Sridharan
Saurabh Sarkar
Prem S Paul
Ee Meng Cheng","10.1109/bigdataservice65758.2025.00033","","The growing complexity of hybrid data infrastructures, combining structured, semi-structured, and unstructured sources, poses significant challenges for achieving semantic data understanding in enterprise environments. While Large Language Models (LLMs) offer promising capabilities for data exploration, their effectiveness is limited without a unified semantic layer that bridges business meaning and technical metadata. We present a hybrid ontology framework that integrates deterministic schema metadata (such as tables, keys, and ER diagrams) with flexible semantic enrichment derived from documentation, ETL scripts, and business glossaries. This framework enables the construction of a layered knowledge graph aligned with metadata catalogs like OpenMetadata and DataHub, supporting both metadata ingestion and semantic feedback loops. Although named an ontology, our prototype is a Neo4j like property graph; conversion to RDF/OWL is deferred because SHACL (Shapes Constraint Language) normalization is nontrivial, our graph uses rich property types, while OWL/RDF requires explicit classes/relations. Our implementation demonstrates improvements in entity disambiguation, catalog enrichment, and cross-system understanding.","Researchers propose a hybrid ontology framework for AI-augmented data warehousing, integrating deterministic schema metadata with semantic enrichment from documentation and business glossaries, enabling a layered knowledge graph for improved entity disambiguation and cross-system understanding."
"An Ecosystem for Ontology Interoperability","https://scispace.com/paper/an-ecosystem-for-ontology-interoperability-vosv6eyd3mq1","2025","Journal Article","arXiv.org","Zhangcheng Qiang","10.48550/arxiv.2507.12311","https://scispace.compdf/an-ecosystem-for-ontology-interoperability-vosv6eyd3mq1.pdf","Ontology interoperability is one of the complicated issues that restricts the use of ontologies in knowledge graphs (KGs). Different ontologies with conflicting and overlapping concepts make it difficult to design, develop, and deploy an interoperable ontology for downstream tasks. We propose an ecosystem for ontology interoperability. The ecosystem employs three state-of-the-art semantic techniques in different phases of the ontology engineering life cycle: ontology design patterns (ODPs) in the design phase, ontology matching and versioning (OM\&OV) in the develop phase, and ontology-compliant knowledge graphs (OCKGs) in the deploy phase, to achieve better ontology interoperability and data integration in real-world applications. A case study of sensor observation in the building domain validates the usefulness of the proposed ecosystem.","This paper proposes an ecosystem for ontology interoperability, employing semantic techniques (ODPs, OM&OV, OCKGs) across the ontology engineering life cycle to achieve better interoperability and data integration in real-world applications, validated through a case study in the building domain."
"Developing an Optimized Semantic Knowledge Base for Enhanced Public Healthcare Systems","https://scispace.com/paper/developing-an-optimized-semantic-knowledge-base-for-enhanced-4k6gyef071","2023","Proceedings Article","","Rajendra P. Pandey
Prerna Mahajan","10.1109/iccsai59793.2023.10421724","","The integration of ontology in healthcare system decision-making has profound implications for computer science and artificial intelligence (AI) applications in healthcare. This research explores the potential of ontology-driven solutions to enhance decision-making for healthcare policymakers. We focus on developing an ontology that incorporates key domain concepts such as health environments, diseases, and geographical areas, and their relationships across domains. Our ultimate goal is to create a publicly accessible repository of understanding knowledge with a strong emphasis on health care. In this interdisciplinary conference on computer science, AI, machine learning, data mining, natural language processing (NLP), computer vision, robotics and data mining, this paper presents an approach made the unified conceptual framework presentation. This framework provides a unified level of health literacy by seamlessly integrating ontologies of diseases, geographic regions and organizational contexts Furthermore, we address important aspects of logic integration, including health visualization, usage including the possibilities of app development and connectivity challenges.","This framework provides a unified level of health literacy by seamlessly integrating ontologies of diseases, geographic regions and organizational contexts and addresses important aspects of logic integration, including health visualization, usage including the possibilities of app development and connectivity challenges."
"Using Adaptive Logics for Expression of Context and Interoperability in DL Ontologies","https://scispace.com/paper/using-adaptive-logics-for-expression-of-context-and-3dmbs598","2022","Journal Article","Information","Thierry Louge
Mohamed Hedi Karray
Bernard Archimède","10.3390/info13030139","https://scispace.com/pdf/using-adaptive-logics-for-expression-of-context-and-3dmbs598.pdf","Ontologies are logical theories that are used in computer science for describing different items such as web services, agents in multi-agent systems, or domain knowledge. Many ontologies exist, expressing various domains of knowledge with different abstraction levels (domain ontologies, top-level ontologies, and task ontologies are the usual categories). The conceptualization of the knowledge contained in an ontology is subject to change, whether because the context of its use changes, because the domain evolves, or because an ontology needs to interoperate with other elements using other ontologies. Change in logical theories is a form of defeasible reasoning, in which some formulas need to be added or removed from a knowledge base. Adaptive Logics (AL) is a logic managing defeasible reasoning that we investigate in this paper for managing change in ontologies expressed with Description Logics (DL). The adaptation of AL for DL will help express the context in which formulas remain valid or can be added to a DL knowledge base, and ease the interoperability between ontologies.","Adaptive Logics is a logic managing defeasible reasoning that is investigated in this paper for managing change in ontologies expressed with Description Logics (DL), and will help express the context in which formulas remain valid or can be added to a DL knowledge base, and ease the interoperability between ontologies."
"Agentic AI: A Comprehensive Survey of Architectures, Applications, and Future Directions","https://scispace.com/paper/agentic-ai-a-comprehensive-survey-of-architectures-lby0rwkj3otw","2025","Journal Article","","Ali Mohamad Abou
Dornaika, Fadi","10.48550/arxiv.2510.25445","","Agentic AI represents a transformative shift in artificial intelligence, but its rapid advancement has led to a fragmented understanding, often conflating modern neural systems with outdated symbolic models -- a practice known as conceptual retrofitting. This survey cuts through this confusion by introducing a novel dual-paradigm framework that categorizes agentic systems into two distinct lineages: the Symbolic/Classical (relying on algorithmic planning and persistent state) and the Neural/Generative (leveraging stochastic generation and prompt-driven orchestration). Through a systematic PRISMA-based review of 90 studies (2018--2025), we provide a comprehensive analysis structured around this framework across three dimensions: (1) the theoretical foundations and architectural principles defining each paradigm; (2) domain-specific implementations in healthcare, finance, and robotics, demonstrating how application constraints dictate paradigm selection; and (3) paradigm-specific ethical and governance challenges, revealing divergent risks and mitigation strategies. Our analysis reveals that the choice of paradigm is strategic: symbolic systems dominate safety-critical domains (e.g., healthcare), while neural systems prevail in adaptive, data-rich environments (e.g., finance). Furthermore, we identify critical research gaps, including a significant deficit in governance models for symbolic systems and a pressing need for hybrid neuro-symbolic architectures. The findings culminate in a strategic roadmap arguing that the future of Agentic AI lies not in the dominance of one paradigm, but in their intentional integration to create systems that are both adaptable and reliable. This work provides the essential conceptual toolkit to guide future research, development, and policy toward robust and trustworthy hybrid intelligent systems. ",""
