"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Information extraction from texts based on ontology and large language models","https://scispace.com/paper/information-extraction-from-texts-based-on-ontology-and-6g2svbg9nkfz","2025","Journal Article","Ontologiâ proektirovaniâ","Elena Sidorova
A.I. Ivanov
Kristina Ovchinnikova","10.18287/2223-9537-2025-15-1-114-129","","- **Relevance Score:** 67/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses LLM chain with dynamic instructions for term and relation extraction, integrates results into ontologies, compares with NN baseline; limited detail on scaling, prompting style, and human‑in‑the‑loop refinement.","The article examines the extraction of information from texts using the ontology of a subject area combined with neu-ral network-based text analysis methods, including the use of large language models. It discusses the expert's role in developing and maintaining systems, illustrated through the task of extracting information from analytical articles and constructing ontologies in computational linguistics to represent key concepts relevant to the system's user or customer. The process of ontology creation is accompanied by the development of a dictionary that forms the ontology's termi-nological core, followed by methods for extracting new terms within the specified subject area. This task is considered as a named entity recognition problem, traditionally addressed by training a neural network model on a representative dataset. The study compares this approach with a methodology leveraging large language models. For this, lexical and syntactic patterns, as well as instruction patterns for hypothesis testing regarding new term-phrases and result verifica-tion, were developed. The developed instructions for solving the problem of relation extraction also include the auto-mated generation of natural language competency assessment questions for each ontology relation. The novelty of the proposed approach lies in the integration of ontological, linguistic and neural network approaches to extract infor-mation from texts. The study demonstrates the possibility of solving tasks of text analysis and information extraction problems through a chain of large language models, with dynamically generated instructions based on the outcomes of prior analysis stages. The following F1-measure scores were achieved in the experiments: F1=0.8 for term extraction and classification and F1=0.87 for relation extraction. "
"Extract, Define, Canonicalize: An LLM-based Framework for Knowledge Graph Construction","https://scispace.com/paper/extract-define-canonicalize-an-llm-based-framework-for-1hwxr7dbc2","2024","Journal Article","arXiv.org","Bowen Zhang
Harold Soh","10.48550/arxiv.2404.03868","https://scispace.compdf/extract-define-canonicalize-an-llm-based-framework-for-1hwxr7dbc2.pdf","- **Relevance Score:** 63/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses LLMs to extract and canonicalize triplets, aligns them to large or self‑generated schemas, and builds KGs; provides strong baseline comparisons but limited detail on entity‑level methods, zero‑shot prompting, scalability, and human‑in‑the‑loop analysis.","In this work, we are interested in automated methods for knowledge graph creation (KGC) from input text. Progress on large language models (LLMs) has prompted a series of recent works applying them to KGC, e.g., via zero/few-shot prompting. Despite successes on small domain-specific datasets, these models face difficulties scaling up to text common in many real-world applications. A principal issue is that in prior methods, the KG schema has to be included in the LLM prompt to generate valid triplets; larger and more complex schema easily exceed the LLMs' context window length. To address this problem, we propose a three-phase framework named Extract-Define-Canonicalize (EDC): open information extraction followed by schema definition and post-hoc canonicalization. EDC is flexible in that it can be applied to settings where a pre-defined target schema is available and when it is not; in the latter case, it constructs a schema automatically and applies self-canonicalization. To further improve performance, we introduce a trained component that retrieves schema elements relevant to the input text; this improves the LLMs' extraction performance in a retrieval-augmented generation-like manner. We demonstrate on three KGC benchmarks that EDC is able to extract high-quality triplets without any parameter tuning and with significantly larger schemas compared to prior works."
"Ontology-grounded Automatic Knowledge Graph Construction by LLM under
  Wikidata schema","https://scispace.com/paper/ontology-grounded-automatic-knowledge-graph-construction-by-7auwgev0uzgq","2024","Journal Article","","Xiaohan Feng
Xixin Wu
Helen Meng","10.48550/arxiv.2412.20942","https://scispace.compdf/ontology-grounded-automatic-knowledge-graph-construction-by-7auwgev0uzgq.pdf","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses LLMs to extract entities and relations, aligns them to Wikidata schema, and grounds the KG; detailed relation extraction, but entity handling is less explicit; mentions prompting but not zero/few‑shot focus; lacks scalability experiments and human‑in‑the‑loop analysis; provides benchmark comparisons.","We propose an ontology-grounded approach to Knowledge Graph (KG) construction using Large Language Models (LLMs) on a knowledge base. An ontology is authored by generating Competency Questions (CQ) on knowledge base to discover knowledge scope, extracting relations from CQs, and attempt to replace equivalent relations by their counterpart in Wikidata. To ensure consistency and interpretability in the resulting KG, we ground generation of KG with the authored ontology based on extracted relations. Evaluation on benchmark datasets demonstrates competitive performance in knowledge graph construction task. Our work presents a promising direction for scalable KG construction pipeline with minimal human intervention, that yields high quality and human-interpretable KGs, which are interoperable with Wikidata semantics for potential knowledge base expansion. "
"Large Language Model-Driven Approach for Automated Competency Knowledge Graph Construction in IT Domain","https://scispace.com/paper/large-language-model-driven-approach-for-automated-50o9skqkxo8e","2025","Journal Article","Communications in computer and information science","Duy Dinh
Han Duong
Thu Hoai Nguyen","10.1007/978-3-032-10209-6_13","","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses LLMs to automate entity recognition and KG construction; detailed NER method, integrates results into a competency graph. Relation extraction mentioned but not fully detailed; lacks prompting strategies, scalability tests, baseline comparisons, and error‑analysis components.",""
"LLM-Driven CIDOC-CRM Knowledge Graph Extraction from Museum Archives","https://scispace.com/paper/llm-driven-cidoc-crm-knowledge-graph-extraction-from-museum-9ipuoofdi8e4","2025","Journal Article","","Ahsan Imam Istamar
E. Clément
Samuel Philip","10.1109/icodsa67155.2025.11157312","","- **Relevance Score:** 60/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses LLM in‑context learning to extract entities/relations and populate CIDOC‑CRM KG; provides few‑shot prompting and baseline comparisons, but limited detail on extraction methods, scalability, and error analysis.","Museum archives contain vast amounts of cultural heritage information, but accessing, integrating and analyzing this data effectively remains challenging. Knowledge graphs (KGs), particularly those structured according to ontologies such as the CIDOC Conceptual Reference Model (CIDOC-CRM), offer a powerful solution through semantic representation. However, traditional KG construction is labor-intensive. Recent advancements in Large Language Models (LLMs) present an opportunity for automated knowledge extraction. This paper investigates the use of LLMs for constructing CIDOC-CRM knowledge graphs from museum archives, employing a single-stage in-context learning approach. We present a case study using the online archives of the Museum Nasional in Jakarta, Indonesia. The constructed knowledge graphs are evaluated using both intrinsic (ontology conformance) and extrinsic (Knowledge Base Question Answering - KBQA) metrics. Evaluation results show that larger models (e.g., DeepSeek R1) are capable of high ontology conformance (up to 98.73%) while smaller models struggle to reach 50% conformance. While all generated KGs improved KBQA performance over a no-context baseline, the ontology-guided approach showed limited and mixed impact on KBQA accuracy compared to the ontology-free graphs in our setup. This research underscores the potential of LLMs for generating ontology-conformant KGs within the cultural heritage domain and highlights the need for more sophisticated evaluation benchmarks to assess CIDOC-CRM KG generation methods."
"End-to-End Ontology Learning with Large Language Models","https://scispace.com/paper/end-to-end-ontology-learning-with-large-language-models-4m207co75t7q","2024","Journal Article","","Andrea Lo
Albert Q. Jiang
Wenda Li
Mateja Jamnik","10.48550/arxiv.2410.23584","https://scispace.compdf/end-to-end-ontology-learning-with-large-language-models-4m207co75t7q.pdf","- **Relevance Score:** 56/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses LLM fine‑tuning to generate ontology subcomponents end‑to‑end; mentions concept discovery and taxonomic relation modeling, but provides limited entity‑level detail, modest scalability discussion, and basic evaluation without extensive baselines or error analysis.","Ontologies are useful for automatic machine processing of domain knowledge as they represent it in a structured format. Yet, constructing ontologies requires substantial manual effort. To automate part of this process, large language models (LLMs) have been applied to solve various subtasks of ontology learning. However, this partial ontology learning does not capture the interactions between subtasks. We address this gap by introducing OLLM, a general and scalable method for building the taxonomic backbone of an ontology from scratch. Rather than focusing on subtasks, like individual relations between entities, we model entire subcomponents of the target ontology by finetuning an LLM with a custom regulariser that reduces overfitting on high-frequency concepts. We introduce a novel suite of metrics for evaluating the quality of the generated ontology by measuring its semantic and structural similarity to the ground truth. In contrast to standard metrics, our metrics use deep learning techniques to define more robust distance measures between graphs. Both our quantitative and qualitative results on Wikipedia show that OLLM outperforms subtask composition methods, producing more semantically accurate ontologies while maintaining structural integrity. We further demonstrate that our model can be effectively adapted to new domains, like arXiv, needing only a small number of training examples. Our source code and datasets are available at https://github.com/andylolu2/ollm. "
"From human experts to machines: An LLM supported approach to ontology and knowledge graph construction","https://scispace.com/paper/from-human-experts-to-machines-an-llm-supported-approach-to-3f0rjdi6v5","2024","Journal Article","arXiv.org","Vamsi Krishna Kommineni
Birgitta König-Ries
Sheeba Samuel","10.48550/arxiv.2403.08345","","- **Relevance Score:** 56/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Shows integrated LLM pipeline for ontology/KG creation, auto-extracts concepts, modest entity/relation detail, includes human‑in‑the‑loop, but lacks prompting, scalability, baseline comparisons.","The conventional process of building Ontologies and Knowledge Graphs (KGs) heavily relies on human domain experts to define entities and relationship types, establish hierarchies, maintain relevance to the domain, fill the ABox (or populate with instances), and ensure data quality (including amongst others accuracy and completeness). On the other hand, Large Language Models (LLMs) have recently gained popularity for their ability to understand and generate human-like natural language, offering promising ways to automate aspects of this process. This work explores the (semi-)automatic construction of KGs facilitated by open-source LLMs. Our pipeline involves formulating competency questions (CQs), developing an ontology (TBox) based on these CQs, constructing KGs using the developed ontology, and evaluating the resultant KG with minimal to no involvement of human experts. We showcase the feasibility of our semi-automated pipeline by creating a KG on deep learning methodologies by exploiting scholarly publications. To evaluate the answers generated via Retrieval-Augmented-Generation (RAG) as well as the KG concepts automatically extracted using LLMs, we design a judge LLM, which rates the generated content based on ground truth. Our findings suggest that employing LLMs could potentially reduce the human effort involved in the construction of KGs, although a human-in-the-loop approach is recommended to evaluate automatically generated KGs."
"Enhancing Knowledge Graph Construction Using Large Language Models","https://scispace.com/paper/enhancing-knowledge-graph-construction-using-large-language-3cdx1i3r","2023","Posted Content","","","10.48550/arxiv.2305.04676","https://scispace.com/pdf/enhancing-knowledge-graph-construction-using-large-language-3cdx1i3r.pdf","- **Relevance Score:** 48/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses ChatGPT prompts to extract entities/relations and populate a sustainability KG, but relies on REBEL too; entity details sparse, KG integration modest, no scalability or human‑in‑the‑loop discussion.","The growing trend of Large Language Models (LLM) development has attracted significant attention, with models for various applications emerging consistently. However, the combined application of Large Language Models with semantic technologies for reasoning and inference is still a challenging task. This paper analyzes how the current advances in foundational LLM, like ChatGPT, can be compared with the specialized pretrained models, like REBEL, for joint entity and relation extraction. To evaluate this approach, we conducted several experiments using sustainability-related text as our use case. We created pipelines for the automatic creation of Knowledge Graphs from raw texts, and our findings indicate that using advanced LLM models can improve the accuracy of the process of creating these graphs from unstructured text. Furthermore, we explored the potential of automatic ontology creation using foundation LLM models, which resulted in even more relevant and accurate knowledge graphs. "
"RAKG:Document-level Retrieval Augmented Knowledge Graph Construction","https://scispace.com/paper/rakg-document-level-retrieval-augmented-knowledge-graph-cf3ngoyt0hd1","2025","Journal Article","arXiv.org","Hairong Zhang
Jiaheng Si
Guohang Yan
Boyuan Qi
Pinlong Cai
Song Mao
Ding Wang
Botian Shi","10.48550/arxiv.2504.09823","https://scispace.compdf/rakg-document-level-retrieval-augmented-knowledge-graph-cf3ngoyt0hd1.pdf","- **Relevance Score:** 45/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses LLMs to retrieve passages and generate entities plus relational triples, then assembles a document‑level KG; details entity recognition and disambiguation, but relation extraction is less explicit; outlines graph population and type assignment; employs prompting but no extensive zero‑shot/few‑shot study; mentions dynamic chunking for scalability; lacks baseline comparisons and human‑in‑the‑loop analysis.",""
"Are Large Language Models Effective Knowledge Graph Constructors?","https://scispace.com/paper/are-large-language-models-effective-knowledge-graph-jt6qtify7ecy","2025","Journal Article","","Chen Ruirui
Jiang Wei-feng
Qin Chengwei
Xiong Bo
Liausvia Fiona
Choi, Dongkyu
Quek, Boon-Kiat","10.48550/arxiv.2510.11297","","- **Relevance Score:** 45/100
- **Relevance Tag:** Partially Relevant
- **Reasoning:** Uses LLMs in a hierarchical pipeline to extract entities and relations and build KGs; provides limited detail on extraction methods, no prompting tricks, scalability, baselines, or human‑in‑the‑loop analysis.","Knowledge graphs (KGs) are vital for knowledge-intensive tasks and have shown promise in reducing hallucinations in large language models (LLMs). However, constructing high-quality KGs remains difficult, requiring accurate information extraction and structured representations that support interpretability and downstream utility. Existing LLM-based approaches often focus narrowly on entity and relation extraction, limiting coverage to sentence-level contexts or relying on predefined schemas. We propose a hierarchical extraction framework that organizes information at multiple levels, enabling the creation of semantically rich and well-structured KGs. Using state-of-the-art LLMs, we extract and construct knowledge graphs and evaluate them comprehensively from both structural and semantic perspectives. Our results highlight the strengths and shortcomings of current LLMs in KG construction and identify key challenges for future work. To advance research in this area, we also release a curated dataset of LLM-generated KGs derived from research papers on children's mental well-being. This resource aims to foster more transparent, reliable, and impactful applications in high-stakes domains such as healthcare. "
"LlmRe: A zero-shot entity relation extraction method based on the large language model","https://scispace.com/paper/llmre-a-zero-shot-entity-relation-extraction-method-based-on-56gs7q7p37","2023","Journal Article","","Wei Zhao
Qinghui Chen
Junling You","10.1145/3650400.3650478","","- **Relevance Score:** 38/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses zero‑shot prompting to extract entities and relations via a three‑stage Q&A framework, achieving strong benchmark gains, but does not integrate results into an ontology or address scalability, error analysis, or human feedback.","Entity relation extraction aims to extract knowledge triples from unstructured or semi-structured text data and can be applied to various fields, including medicine, finance knowledge graph construction and intelligent question-answering. Traditional entity relation extraction requires a large amount of labeled data, consumes a lot of labor and time, and the trained model lacks generalization ability, which is difficult to migrate to other fields. Zero-shot entity relation extraction relieves the dependence on labeled data in traditional method. Based on unlabeled text data, zero-shot entity relation extraction has strong domain adaptability, which is a very challenging and practical task. Recent work on large language models shows that large models can effectively complete downstream tasks through natural language instructions and have good generalization ability. Inspired by this, we explore the use of large models for information extraction. Due to the randomness of large language model generation, we introduce in-context learning in entity relation extraction task to guide large language model to output data in a specified format to help obtain structured data. At the same time, we propose a three-stage extraction framework for decomposing entity relation extraction tasks, and each stage is conducted in the form of question and answer to reduce the complexity of extraction. We evaluated the knowledge triples extraction performance of the model on three self-built test datasets in different fields, and the experimental result showed that our proposed method achieved impressive performance in the zero-shot entity relation extraction task, surpassing the comparison model on multiple metrics, proving the effectiveness and domain adaptability of the proposed method."
"Document-level clinical entity and relation extraction via knowledge base-guided generation","https://scispace.com/paper/document-level-clinical-entity-and-relation-extraction-via-3gjz5rbqvw","2024","Journal Article","","Kriti Bhattarai
Inez Y. Oh
Zachary B. Abrams
Albert M. Lai","10.48550/arxiv.2407.10021","https://aclanthology.org/2024.bionlp-1.24.pdf","- **Relevance Score:** 33/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses GPT with UMLS prompts for automated entity and relation extraction; compares against baselines, but lacks ontology construction, large‑scale processing, and error‑analysis components.","Generative pre-trained transformer (GPT) models have shown promise in clinical entity and relation extraction tasks because of their precise extraction and contextual understanding capability. In this work, we further leverage the Unified Medical Language System (UMLS) knowledge base to accurately identify medical concepts and improve clinical entity and relation extraction at the document level. Our framework selects UMLS concepts relevant to the text and combines them with prompts to guide language models in extracting entities. Our experiments demonstrate that this initial concept mapping and the inclusion of these mapped concepts in the prompts improves extraction results compared to few-shot extraction tasks on generic language models that do not leverage UMLS. Further, our results show that this approach is more effective than the standard Retrieval Augmented Generation (RAG) technique, where retrieved data is compared with prompt embeddings to generate results. Overall, we find that integrating UMLS concepts with GPT models significantly improves entity and relation identification, outperforming the baseline and RAG models. By combining the precise concept mapping capability of knowledge-based approaches like UMLS with the contextual understanding capability of GPT, our method highlights the potential of these approaches in specialized domains like healthcare. "
"An Entity Relation Extraction Framework Based on Large Language Model and Multi-Tasks Iterative Prompt Engineering","https://scispace.com/paper/an-entity-relation-extraction-framework-based-on-large-4ut8mbjeq5ql","2024","Proceedings Article","","Haibin Geng
Chenglong Shi
Xuesong Jiang
Zhaodan Kong
Song Liu","10.1109/smc54092.2024.10831494","","- **Relevance Score:** 33/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLM with iterative prompts for joint entity and relation extraction; includes cleaning modules and baseline comparisons, but ontology integration and scalability details are limited.","Document-level entity relation extraction is an important task in the field of natural language processing, which plays an important role in semantic understanding and knowledge graph construction. However, existing deep neural networks and graph neural networks models are limited by their performance and parameters number, which can not capture global semantics and have poor generalization ability. Furthermore, existing methods employing large language model for entity relation extraction do not establish good relationships among multi-tasks of entity relation extraction task, resulting in more information can not be effectively shared and transmitted between tasks. In addition, previous approaches can not effectively eliminate false entities and relationships. To solve these problems, we propose an entity relation extraction framework based on large language model and multi-tasks iterative prompt engineering. In our model, we design an iterative prompt engineering, which can better establish the relationship among multi-tasks, and ensure every task to obtain the optimal results. Moreover, we design semantic merging, group disambiguation and self-verification modules to eliminate the false entity relations and noise nodes. Additionally, we design summary prompts to provide sufficient global semantics for better text segmentation. Finally, we evaluated our model on wikiann, wikineural, ACE2005, CoNLL2003, CoNLL2004, and SciERC datasets and compared it with other baseline models."
"CodeKGC: Code Language Model for Generative Knowledge Graph Construction","https://scispace.com/paper/codekgc-code-language-model-for-generative-knowledge-graph-171opio9","2023","Posted Content","","","10.48550/arxiv.2304.09048","https://scispace.com/pdf/codekgc-code-language-model-for-generative-knowledge-graph-171opio9.pdf","- **Relevance Score:** 33/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses code LLM to generate relational triples and assemble a knowledge graph, but entity/relation extraction details and scalability evaluations are limited.","Current generative knowledge graph construction approaches usually fail to capture structural knowledge by simply flattening natural language into serialized texts or a specification language. However, large generative language model trained on structured data such as code has demonstrated impressive capability in understanding natural language for structural prediction and reasoning tasks. Intuitively, we address the task of generative knowledge graph construction with code language model: given a code-format natural language input, the target is to generate triples which can be represented as code completion tasks. Specifically, we develop schema-aware prompts that effectively utilize the semantic structure within the knowledge graph. As code inherently possesses structure, such as class and function definitions, it serves as a useful model for prior semantic structural knowledge. Furthermore, we employ a rationale-enhanced generation method to boost the performance. Rationales provide intermediate steps, thereby improving knowledge extraction abilities. Experimental results indicate that the proposed approach can obtain better performance on benchmark datasets compared with baselines. Code and datasets are available in https://github.com/zjunlp/DeepKE/tree/main/example/llm. "
"LiteKG: A Lightweight LLM-Assisted Framework for Domain-Specific Knowledge Graph Construction","https://scispace.com/paper/pUZfvbPWdNoJ","","","","YM Ho
WP Ku
PY Hou","","","- **Relevance Score:** 26/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLM for ontology‑constrained relation extraction; integrates NER and external KB linking into KG; lacks LLM‑based entity extraction, prompting strategies, scalability tests, baseline comparisons, and error analysis.",""
"Knowledge Base-enhanced Multilingual Relation Extraction with Large Language Models.","https://scispace.com/paper/GaI7Xb5BYTUJ","","","","T Chen
P Sen
Z Wang
Z Jiang
J Su","","https://ceur-ws.org/Vol-3818/paper4.pdf","- **Relevance Score:** 22/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLMs to extract multilingual relations, employs few‑shot prompts, compares against baselines, but lacks a full ontology pipeline and detailed entity or scalability discussion.",""
"RELRaE: LLM-Based Relationship Extraction, Labelling, Refinement, and Evaluation","https://scispace.com/paper/relrae-llm-based-relationship-extraction-labelling-it32yzapzlr9","2025","Journal Article","arXiv.org","George Hannah
Jacopo de Berardinis
Terry R. Payne
Valentina A. M. Tamma
Andrew Mitchell
Ellen Piercy
Ewan Johnson
Andrew Ng
Harry Rostron
Boris Konev","10.48550/arxiv.2507.03829","https://scispace.compdf/relrae-llm-based-relationship-extraction-labelling-it32yzapzlr9.pdf","- **Relevance Score:** 18/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLM prompts to label schema relations, demonstrating strong relation extraction; lacks entity extraction and full KG construction, limited scalability and baseline comparison.","A large volume of XML data is produced in experiments carried out by robots in laboratories. In order to support the interoperability of data between labs, there is a motivation to translate the XML data into a knowledge graph. A key stage of this process is the enrichment of the XML schema to lay the foundation of an ontology schema. To achieve this, we present the RELRaE framework, a framework that employs large language models in different stages to extract and accurately label the relationships implicitly present in the XML schema. We investigate the capability of LLMs to accurately generate these labels and then evaluate them. Our work demonstrates that LLMs can be effectively used to support the generation of relationship labels in the context of lab automation, and that they can play a valuable role within semi-automatic ontology generation frameworks more generally."
"Comparison of biomedical relationship extraction methods and models for knowledge graph creation","https://scispace.com/paper/comparison-of-biomedical-relationship-extraction-methods-and-2l3zpmrl","2022","Journal Article","Journal of Web Semantics","Nikola Milošević
Wolfgang Thielemann","10.1016/j.websem.2022.100756","https://arxiv.org/pdf/2201.01647","- **Relevance Score:** 18/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses transformer‑based RE models to compare biomedical extraction methods; provides extensive RE evaluation and mentions KG creation, but lacks LLM‑centric pipeline, prompting, and human‑in‑the‑loop components.",""
"gBuilder: A Scalable Knowledge Graph Construction System for
  Unstructured Corpus","https://scispace.com/paper/gbuilder-a-scalable-knowledge-graph-construction-system-for-2usa8m4t","2022","Posted Content","","","10.48550/arxiv.2208.09705","https://scispace.com/pdf/gbuilder-a-scalable-knowledge-graph-construction-system-for-2usa8m4t.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses scalable IE pipeline under a predefined ontology; extracts entities and relations with traditional models, not LLMs; lacks prompting, baseline comparison, and human‑in‑the‑loop analysis.","We design a user-friendly and scalable knowledge graph construction (KGC) system for extracting structured knowledge from the unstructured corpus. Different from existing KGC systems, gBuilder provides a flexible and user-defined pipeline to embrace the rapid development of IE models. More built-in template-based or heuristic operators and programmable operators are available for adapting to data from different domains. Furthermore, we also design a cloud-based self-adaptive task scheduling for gBuilder to ensure its scalability on large-scale knowledge graph construction. Experimental evaluation demonstrates the ability of gBuilder to organize multiple information extraction models for knowledge graph construction in a uniform platform, and confirms its high scalability on large-scale KGC tasks. "
"DALK: Dynamic Co-Augmentation of LLMs and KG to answer Alzheimer's
  Disease Questions with Scientific Literature","https://scispace.com/paper/dalk-dynamic-co-augmentation-of-llms-and-kg-to-answer-2jh0z680tn","2024","Preprint","","Dawei Li
Sen Yang
Zhen Tan
Jae Young Baik
Sook Jung Yun
Joseph Lee
A.A. Chacko
Bojian Hou
Duy Duong-Tran
Ying Ding
Liu Huan
Li Shen
Tianlong Chen","10.48550/arxiv.2405.04819","https://scispace.compdf/dalk-dynamic-co-augmentation-of-llms-and-kg-to-answer-2jh0z680tn.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLM prompts for relation extraction and KG augmentation, but relies on PubTator for entities and lacks detailed ontology integration, scalability, baseline comparison, or error analysis.","Recent advancements in large language models (LLMs) have achieved promising performances across various applications. Nonetheless, the ongoing challenge of integrating long-tail knowledge continues to impede the seamless adoption of LLMs in specialized domains. In this work, we introduce DALK, a.k.a. Dynamic Co-Augmentation of LLMs and KG, to address this limitation and demonstrate its ability on studying Alzheimer's Disease (AD), a specialized sub-field in biomedicine and a global health priority. With a synergized framework of LLM and KG mutually enhancing each other, we first leverage LLM to construct an evolving AD-specific knowledge graph (KG) sourced from AD-related scientific literature, and then we utilize a coarse-to-fine sampling method with a novel self-aware knowledge retrieval approach to select appropriate knowledge from the KG to augment LLM inference capabilities. The experimental results, conducted on our constructed AD question answering (ADQA) benchmark, underscore the efficacy of DALK. Additionally, we perform a series of detailed analyses that can offer valuable insights and guidelines for the emerging topic of mutually enhancing KG and LLM. We will release the code and data at https://github.com/David-Li0406/DALK. "
"Knowledge graph-enhanced large language model for domain-specific question answering systems","https://scispace.com/paper/knowledge-graph-enhanced-large-language-model-for-domain-eonizx6tjvst","","","","Donghe Li
Zuchen Li
Ye Yang
Li Sun
Dou An
Qingyu Yang","10.36227/techrxiv.172963127.77889256/v1","https://www.techrxiv.org/doi/pdf/10.36227/techrxiv.172963127.77889256","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses GPT‑4 for entity extraction; KG enhances QA rather than being built from extracted data; no relation extraction, scalability, baseline comparison, or error analysis.",""
"HBot: A Chatbot for Healthcare Applications in Traditional Chinese
  Medicine Based on Human Body 3D Visualization","https://scispace.com/paper/hbot-a-chatbot-for-healthcare-applications-in-traditional-69b34w6zsgcw","2024","Journal Article","","Bolin Zhang
Zhu-Wen Yi
Jiahao Wang
Dianbo Sui
Zhiying Tu
Dianhui Chu","10.48550/arxiv.2408.00481","https://scispace.compdf/hbot-a-chatbot-for-healthcare-applications-in-traditional-69b34w6zsgcw.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses BERT‑CRF for entity/relation extraction, not LLMs, but builds a TCM ontology and knowledge graph from the extracted triples. LLM (ChatGLM3‑6B) is only for dialogue generation, not IE. No prompting, scalability, baseline comparison, or error analysis provided.","The unique diagnosis and treatment techniques and remarkable clinical efficacy of traditional Chinese medicine (TCM) make it play an important role in the field of elderly care and healthcare, especially in the rehabilitation of some common chronic diseases of the elderly. Therefore, building a TCM chatbot for healthcare application will help users obtain consultation services in a direct and natural way. However, concepts such as acupuncture points (acupoints) and meridians involved in TCM always appear in the consultation, which cannot be displayed intuitively. To this end, we develop a \textbf{h}ealthcare chat\textbf{bot} (HBot) based on a human body model in 3D and knowledge graph, which provides conversational services such as knowledge Q\&A, prescription recommendation, moxibustion therapy recommendation, and acupoint search. When specific acupoints are involved in the conversations between user and HBot, the 3D body will jump to the corresponding acupoints and highlight them. Moreover, Hbot can also be used in training scenarios to accelerate the teaching process of TCM by intuitively displaying acupuncture points and knowledge cards. The demonstration video is available at https://www.youtube.com/watch?v=UhQhutSKkTU . Our code and dataset are publicly available at Gitee: https://gitee.com/plabrolin/interactive-3d-acup.git "
"ForPKG-1.0: A Framework for Constructing Forestry Policy Knowledge Graph
  and Application Analysis","https://scispace.com/paper/forpkg-1-0-a-framework-for-constructing-forestry-policy-25g8dnr85jtu","2024","Journal Article","","Jimeng Sun
Zhongling Luo","10.48550/arxiv.2411.11090","https://scispace.compdf/forpkg-1-0-a-framework-for-constructing-forestry-policy-25g8dnr85jtu.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLMs to extract entities and relations from forestry policies and builds a domain‑specific KG, but details on prompting, scalability, baselines, and error analysis are missing.","A policy knowledge graph can provide decision support for tasks such as project compliance, policy analysis, and intelligent question answering, and can also serve as an external knowledge base to assist the reasoning process of related large language models. Although there have been many related works on knowledge graphs, there is currently a lack of research on the construction methods of policy knowledge graphs. This paper, focusing on the forestry field, designs a complete policy knowledge graph construction framework, including: firstly, proposing a fine-grained forestry policy domain ontology; then, proposing an unsupervised policy information extraction method, and finally, constructing a complete forestry policy knowledge graph. The experimental results show that the proposed ontology has good expressiveness and extensibility, and the policy information extraction method proposed in this paper achieves better results than other unsupervised methods. Furthermore, by analyzing the application of the knowledge graph in the retrieval-augmented-generation task of the large language models, the practical application value of the knowledge graph in the era of large language models is confirmed. The knowledge graph resource will be released on an open-source platform and can serve as the basic knowledge base for forestry policy-related intelligent systems. It can also be used for academic research. In addition, this study can provide reference and guidance for the construction of policy knowledge graphs in other fields. "
"Knowledge Graphs: The Future of Data Integration and Insightful Discovery","https://scispace.com/paper/knowledge-graphs-the-future-of-data-integration-and-8v81ipznem7p","2024","Journal Article","arXiv.org","Saher Mohamed
Kirollos Farah
Abdelrahman Lotfy
Kareem Rizk
Abdelrahman Saeed
Shahenda Mohamed
Ghada Khouriba
Tamer Arafa","10.48550/arxiv.2502.15689","https://scispace.compdf/knowledge-graphs-the-future-of-data-integration-and-8v81ipznem7p.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses spaCy for entity/relation extraction and NetworkX/Deepwalk for KG construction, but lacks core LLM-driven pipeline and advanced prompting or evaluation features.",""
