"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"An Automated Framework of Ontology Generation for Abstract Concepts Using LLMs","https://scispace.com/paper/an-automated-framework-of-ontology-generation-for-abstract-a94jgxvge76e","2025","Journal Article","Communications in computer and information science","Rajiv Chowdhury
Takaaki Goto
Kensei Tsuchida
Tadaaki Kirishima
Ajay Bandi","10.1007/978-3-031-92178-0_14","https://www.researchgate.net/profile/Ajay-Bandi-2/publication/393046107_An_Automated_Framework_of_Ontology_Generation_for_Abstract_Concepts_Using_LLMs/links/685eac09e4632b045dc821a3/An-Automated-Framework-of-Ontology-Generation-for-Abstract-Concepts-Using-LLMs.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLMs to auto‑generate ontology elements; partially integrates generation into CI/CD pipelines but lacks visual editor, user studies, and open‑source release.",""
"Modular ontology modeling","https://scispace.com/paper/modular-ontology-modeling-1gb2dq96","2022","Journal Article","Semantic web","Cogan Shimizu
Karl Hammar
Pascal Hitzler","10.3233/sw-222886","https://scispace.com/pdf/modular-ontology-modeling-1gb2dq96.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides CoModIDE, a visual ontology engineering tool with usability study, but lacks LLM generation, non‑technical focus, AI‑agent pipeline integration; no open source.","Reusing ontologies for new purposes, or adapting them to new use-cases, is frequently difficult. In our experiences, we have found this to be the case for several reasons: (i) differing representational granularity in ontologies and in use-cases, (ii) lacking conceptual clarity in potentially reusable ontologies, (iii) lack and difficulty of adherence to good modeling principles, and (iv) a lack of reuse emphasis and process support available in ontology engineering tooling. In order to address these concerns, we have developed the Modular Ontology Modeling (MOMo) methodology, and its supporting tooling infrastructure, CoModIDE (the Comprehensive Modular Ontology IDE – “commodity”). MOMo builds on the established eXtreme Design methodology, and like it emphasizes modular development and design pattern reuse; but crucially adds the extensive use of graphical schema diagrams, and tooling that support them, as vehicles for knowledge elicitation from experts. In this paper, we present the MOMo workflow in detail, and describe several useful resources for executing it. In particular, we provide a thorough and rigorous evaluation of CoModIDE in its role of supporting the MOMo methodology’s graphical modeling paradigm. We find that CoModIDE significantly improves approachability of such a paradigm, and that it displays a high usability."
"Ontoflow: A User-Friendly Ontology Development Workflow","https://scispace.com/paper/ontoflow-a-user-friendly-ontology-development-workflow-1asyai9y","","Journal Article","","Gordian Dziwis
Lisa Wenige
Lars-Erik Meyer
Michael J. Martin","","","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides a workflow‑based ontology engineering tool for non‑technical experts, but lacks LLM generation, visual drag‑and‑drop editing, user studies, open‑source release, and AI‑agent integration.","For many years, the development of widely applicable and high-quality ontologies has been an ongoing research topic. Among the various challenges, the lack of integrated development environments for non-technical domain experts has been one of the most pressing research issues. But while the participation of domain experts is vital for the applicability of ontologies, there are hardly any software tools available that facilitate their active engagement. We present a solution that addresses this research gap by automating the ontology development process with the help of a workflow engine. We define a pipeline that facilitates ontology implementation, serialization, documentation and testing within the scope of a seamless automatic routine that can be easily set up by the ontology engineer and triggered by a non-technical domain expert. Thus, the processing pipeline takes care of most of the operations that usually have to be carried out by an ontology or software engineer. We demonstrate the applicability of the approach by developing an ontology with OntoFlow and validating its functioning with a large-scale ontology dataset from Linked Open Vocabularies (LOV)."
"From human-to LLM-centered collaborative ontology engineering","https://scispace.com/paper/GWG-A_dPUxoJ","","","","D Doumanas
G Bouchouras
A Soularidis","","https://www.researchgate.net/profile/Giorgos-Bouchouras/publication/388583854_From_Human-to_LLM-Centered_Collaborative_Ontology_Engineering/links/679de5bc96e7fb48b9aca110/From-Human-to-LLM-Centered-Collaborative-Ontology-Engineering.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLM to generate foundational ontology, but lacks a full tool, visual non‑technical editor, pipeline integration, user studies, or open‑source assets.",""
"OntoEditor: Real-Time Collaboration via Distributed Version Control for Ontology Development","https://scispace.com/paper/ontoeditor-real-time-collaboration-via-distributed-version-3dj5gn37r1","2024","Book Chapter","Lecture Notes in Computer Science","Ahmad Hemid
Waleed Shabbir
Ali Khiat
Christoph Lange
Christoph Quix
Ralf Klamma","10.1007/978-3-031-60626-7_18","","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Offers a collaborative, version‑controlled ontology editor with a user study, but lacks LLM generation, non‑technical visual focus, open‑source release, and AI‑agent pipeline integration.","In today's remote work environment, the demand for real-time collaborative tools has surged. Our research targets efficient collaboration among knowledge engineers and domain experts in Ontology development. We developed a web-based tool for real-time collaboration, compatible with GitLab, GitHub, and Bitbucket. To tackle the challenge of concurrent modifications leading to potential inconsistencies, we integrated an Operational Transformation-based real-time database. This integration enables multiple users to concurrently collaborate to build and edit their ontologies, ensuring both consistency and atomicity. Furthermore, our tool enhances user experience by providing meaningful syntax error messages for ontologies expressed in various RDF serialization formats. This streamlined the manual correction process. Additionally, we established a reliable synchronization channel for users to allow pulling and committing changes to distributed repositories for their developed ontologies. Yielding promising results, our evaluation focused on two key aspects: first, assessing the tool's collaborative editing consistency via an automated typing script; second, conducting a comprehensive user study to evaluate its features and compare its functionalities with similar tools. "
"Phoenixes at LLMs4OL 2025 Task A: Ontology Learning With Large Language Models Reasoning","https://scispace.com/paper/phoenixes-at-llms4ol-2025-task-a-ontology-learning-with-uh7vnfv6rtur","2025","Proceedings Article","Open conference proceedings","Alireza Esmaeili Fridouni
Mahsa Sanaei
Alireza Esmaeili Fridouni
Mahsa Sanaei","10.52825/ocp.v6i.2888","https://scispace.compdf/phoenixes-at-llms4ol-2025-task-a-ontology-learning-with-uh7vnfv6rtur.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLMs to extract domain terms and assign ontology types via CoT prompting, but provides no tool, visual editor, user study, open code, or AI‑agent integration.","Recent advances in large language models (LLMs) have demonstrated remarkable capabilities in various natural language understanding tasks, including Ontology Learning (OL), where they automatically or semi-automatically extract knowledge from unstructured data. This work presents our contribution to the LLMs4OL Challenge at the ISWC 2025 conference, focusing on Task A, which comprises two subtasks: term extraction (SubTask A1) and type extraction (SubTask A2). We evaluate three state-of-the-art LLMs — Qwen2.5-72B-Instruct, Mistral-Small-24B-Instruct-2501, and LLaMA-3.3-70B-Instruct — across three domain-specific datasets: Ecology, Scholarly, and Engineering. In this paper, we adopt a Chain-of-Thought (CoT) Few-Shot Prompting strategy to guide the models in identifying relevant domain terms and assigning their appropriate ontology types. CoT prompting enables LLMs to generate intermediate reasoning steps before producing final predictions, which is particularly beneficial for ontology learning tasks that require contextual reasoning beyond surface-level term matching. Model performance is evaluated using the official precision, recall, and F1-score metrics provided by the challenge organizers. The results reveal important insights into the strengths and limitations of LLMs in ontology learning tasks. "
"Heterogeneous LLM Methods for Ontology Learning (Few-Shot Prompting, Ensemble Typing, and Attention-Based Taxonomies)","https://scispace.com/paper/heterogeneous-llm-methods-for-ontology-learning-few-shot-l2hlsz5sftj3","2025","Journal Article","arXiv.org","Aleksandra Beliaeva
Temurbek Rahmatullaev","10.48550/arxiv.2508.19428","https://scispace.compdf/heterogeneous-llm-methods-for-ontology-learning-few-shot-l2hlsz5sftj3.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLM prompting for term extraction, typing, and taxonomy induction, achieving strong zero‑shot results, but lacks a visual UI, user studies, open code, or pipeline case studies.","We present a comprehensive system for addressing Tasks A, B, and C of the LLMs4OL 2025 challenge, which together span the full ontology construction pipeline: term extraction, typing, and taxonomy discovery. Our approach combines retrieval-augmented prompting, zero-shot classification, and attention-based graph modeling -- each tailored to the demands of the respective task. For Task A, we jointly extract domain-specific terms and their ontological types using a retrieval-augmented generation (RAG) pipeline. Training data was reformulated into a document to terms and types correspondence, while test-time inference leverages semantically similar training examples. This single-pass method requires no model finetuning and improves overall performance through lexical augmentation Task B, which involves assigning types to given terms, is handled via a dual strategy. In the few-shot setting (for domains with labeled training data), we reuse the RAG scheme with few-shot prompting. In the zero-shot setting (for previously unseen domains), we use a zero-shot classifier that combines cosine similarity scores from multiple embedding models using confidence-based weighting. In Task C, we model taxonomy discovery as graph inference. Using embeddings of type labels, we train a lightweight cross-attention layer to predict is-a relations by approximating a soft adjacency matrix. These modular, task-specific solutions enabled us to achieve top-ranking results in the official leaderboard across all three tasks. Taken together these strategies showcase the scalability, adaptability, and robustness of LLM-based architectures for ontology learning across heterogeneous domains. Code is available at: https://github.com/BelyaevaAlex/LLMs4OL-Challenge-Alexbek"
"Large Language Models for Scholarly Ontology Generation: An Extensive
  Analysis in the Engineering Field","https://scispace.com/paper/large-language-models-for-scholarly-ontology-generation-an-33fszblmqjnf","2024","Journal Article","","Tanay Aggarwal
Angelo A. Salatino
Francesco Osborne
Enrico Motta","10.48550/arxiv.2412.08258","https://scispace.compdf/large-language-models-for-scholarly-ontology-generation-an-33fszblmqjnf.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLMs to generate and evaluate research‑topic relationships, but provides no integrated tool, visual editor, user studies, open code, or AI‑agent pipeline case.","Ontologies of research topics are crucial for structuring scientific knowledge, enabling scientists to navigate vast amounts of research, and forming the backbone of intelligent systems such as search engines and recommendation systems. However, manual creation of these ontologies is expensive, slow, and often results in outdated and overly general representations. As a solution, researchers have been investigating ways to automate or semi-automate the process of generating these ontologies. This paper offers a comprehensive analysis of the ability of large language models (LLMs) to identify semantic relationships between different research topics, which is a critical step in the development of such ontologies. To this end, we developed a gold standard based on the IEEE Thesaurus to evaluate the task of identifying four types of relationships between pairs of topics: broader, narrower, same-as, and other. Our study evaluates the performance of seventeen LLMs, which differ in scale, accessibility (open vs. proprietary), and model type (full vs. quantised), while also assessing four zero-shot reasoning strategies. Several models have achieved outstanding results, including Mixtral-8x7B, Dolphin-Mistral-7B, and Claude 3 Sonnet, with F1-scores of 0.847, 0.920, and 0.967, respectively. Furthermore, our findings demonstrate that smaller, quantised models, when optimised through prompt engineering, can deliver performance comparable to much larger proprietary models, while requiring significantly fewer computational resources. "
"Ontology specific visual canvas generation to facilitate sense-making-an algorithmic approach","https://scispace.com/paper/ontology-specific-visual-canvas-generation-to-facilitate-2c8gu5ul","2022","Journal Article","International Journal of Electrical and Computer Engineering","Kaneeka Vidanage
Noor Maizura Mohamad Noor
Rosmayati Mohemad
Z. Abu Bakar","10.11591/ijece.v12i2.pp1818-1830","","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides a domain‑friendly visual canvas for non‑technical experts; lacks LLM generation, full ontology tool features, AI‑agent integration, and open‑source assets, with limited evaluation.","Ontologies are domain-specific conceptualizations that are both human and machine-readable. Due to this remarkable attribute of ontologies, its applications are not limited to computing domains. Banking, medicine, agriculture, and law are a few of the non-computing domains, where ontologies are being used very effectively. When creating ontologies for non-computing domains, involvement of the non-computing domain specialists like bankers, lawyers, farmers become very vital. Hence, they are not semantic specialists, particularly designed visualization assistance is required for the ontology schema verifications and sense-making. Existing visualization methods are not fine-tuned for non-technical domain specialists and there are lots of complexities. In this research, a novel algorithm capable of generating domain specialists’ friendlier visualization canvas has been explored. This proposed algorithm and the visualization canvas has been tested for three different domains and overall success of 85% has been yielded."
"WebProtégé: A Cloud-Based Ontology Editor","https://scispace.com/paper/webprotege-a-cloud-based-ontology-editor-nyhxhsmeoa04","2022","Repository","","Horridge Matthew
Nyulas Csongor I.
Tudorache, Tania
Musen, Mark A.","10.48550/arxiv.1902.08251","","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides a mature OWL editing platform (highly relevant tool), but lacks LLM generation, full non‑technical visual focus, user studies, and AI‑agent integration; code is publicly hosted but not fully open‑source.","We present WebProtégé, a tool to develop ontologies represented in the Web Ontology Language (OWL). WebProtégé is a cloud-based application that allows users to collaboratively edit OWL ontologies, and it is available for use at https://webprotege.stanford.edu. WebProtégeé currently hosts more than 68,000 OWL ontology projects and has over 50,000 user accounts. In this paper, we detail the main new features of the latest version of WebProtégé. "
"SBU-NLP at LLMs4OL 2025 Tasks A, B, and C: Stage-Wise Ontology Construction Through LLMs Without any Training Procedure","https://scispace.com/paper/sbu-nlp-at-llms4ol-2025-tasks-a-b-and-c-stage-wise-ontology-1xwl7gop49ih","2025","Proceedings Article","Open conference proceedings","Rashin Rahnamoun
Mehrnoush Shamsfard
Rashin Rahnamoun
Mehrnoush Shamsfard","10.52825/ocp.v6i.2887","https://scispace.compdf/sbu-nlp-at-llms4ol-2025-tasks-a-b-and-c-stage-wise-ontology-1xwl7gop49ih.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLM prompting to generate ontology terms, types, and taxonomies without training. No software tool, visual UI, user studies, open code, or pipeline integration presented.","Automated ontology construction is a challenging task that traditionally requires extensive domain expertise, data preprocessing, and resource-intensive model training. While learning-based methods with fine-tuning are common, they often suffer from high computational costs and limited generalizability across domains. This paper explores a fully automated approach that leverages powerful large language models (LLMs) through prompt engineering, eliminating the need for training or fine-tuning. We participated in the LLMs4OL 2025 shared task, which includes four subtasks: extracting ontological terms and types (Text2Onto), assigning generalized types to terms (Term Typing), discovering taxonomic relations (Taxonomy Discovery), and extracting non-taxonomic semantic relations (Non-Taxonomic Relation Extraction). Our team focused on the first three tasks by using stratified random sampling, simple random sampling, and chunking-based strategies to include training sets in the prompts without limitations imposed by context window sizes. This simple yet general approach has proven effective across these tasks, enabling high-quality ontology construction without additional annotations or training. Additionally, we show that pretrained sentence embedding models ranging from 0.1B to 1.5B parameters perform comparably to a simple F1 token overlap baseline in taxonomy discovery, suggesting that embedding-based methods may not always offer significant advantages. Our findings highlight that prompt-based strategies with modern LLMs enable efficient, scalable, and domain-independent ontology construction, providing a promising alternative to traditional, resource-heavy methods. "
"ELLMO at LLMs4OL 2025 Tasks A and D: LLM-Based Term, Type, and Relationship Extraction","https://scispace.com/paper/ellmo-at-llms4ol-2025-tasks-a-and-d-llm-based-term-type-and-jx5pz05xca6l","2025","Proceedings Article","Open conference proceedings","Ryan Roche
Jaimie Murdock
Douglas C. Crowder
Ryan Roche
Jaimie Murdock
Douglas C. Crowder","10.52825/ocp.v6i.2897","https://scispace.compdf/ellmo-at-llms4ol-2025-tasks-a-and-d-llm-based-term-type-and-jx5pz05xca6l.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLMs to extract terms, types, and relationships for ontology construction, but provides no tool, visual editor, user studies, open‑source code, or AI‑agent integration.","This paper presents an approach to building ontologies using Large Language Models (LLMs), addressing the need in many domains for quality knowledge data extraction from vast stores of text data. In particular, we focus on extracting terms and types from text and discovering relationships between types. This work was completed as part of the 2025 LLMs4OL Challenge, where quality training and testing data, as well as several defined tasks were provided. Many teams competed to produce the best output data across many domains. Our methodology involved prompt engineering, classification, clustering, and vector databases. For the first task, discovering terms and types, we used two methods, (1) directly tailoring prompts to find the terms and types separately and (2) an approach that discovered terms and types simultaneously and then classified them afterwards. For discovering relationships, we used clustering and vector databases to attempt to reduce the number of potential edges; then, we queried the LLM for probabilities for each of the potential edges. While our findings indicate promising results, further work is necessary to address challenges related to processing large datasets, particularly in optimizing efficiency and accuracy. "
"Meronymic Ontology Extraction via Large Language Models","https://scispace.com/paper/meronymic-ontology-extraction-via-large-language-models-hszvko1oonle","2025","Journal Article","","Zhang, Dekai
Conia, Simone
Rago, Antonio","10.48550/arxiv.2510.13839","","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLMs to automatically extract meronymic product ontologies from reviews, outperforming a BERT baseline; lacks a software tool, visual editor, user studies, open‑source release, or AI‑agent integration.","Ontologies have become essential in today's digital age as a way of organising the vast amount of readily available unstructured text. In providing formal structure to this information, ontologies have immense value and application across various domains, e.g., e-commerce, where countless product listings necessitate proper product organisation. However, the manual construction of these ontologies is a time-consuming, expensive and laborious process. In this paper, we harness the recent advancements in large language models (LLMs) to develop a fully-automated method of extracting product ontologies, in the form of meronymies, from raw review texts. We demonstrate that the ontologies produced by our method surpass an existing, BERT-based baseline when evaluating using an LLM-as-a-judge. Our investigation provides the groundwork for LLMs to be used more generally in (product or otherwise) ontology extraction. "
"LABKAG at LLMs4OL 2025 Tasks A and C: Context-Rich Prompting for Ontology Construction","https://scispace.com/paper/labkag-at-llms4ol-2025-tasks-a-and-c-context-rich-prompting-ohzor206hxmh","2025","Proceedings Article","Open conference proceedings","Xinyi Zhao
Kevin Drake
Yuya Sasaki
Hidetaka Hando
Xinyi Zhao
Kevin Drake
Yuya Sasaki
Hidetaka Hando","10.52825/ocp.v6i.2891","https://scispace.compdf/labkag-at-llms4ol-2025-tasks-a-and-c-context-rich-prompting-ohzor206hxmh.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses prompt engineering with LLMs to extract ontology terms and hierarchies, but provides no software tool, visual editor, user studies, open‑source code, or pipeline integration.","This paper presents LABKAG's submission to the LLMs4OL 2025 Challenge, focusing on ontology construction from domain-specific text using large language models (LLMs). Our core methodology prioritizes prompt design over fine-tuning or external knowledge, demonstrating its effectiveness in generating structured knowledge. For Task A (Text2Onto: extracting ontological terms and types), we utilized a locally deployed Qwen3-8B model, while for Task C (Taxonomy Discovery: identifying taxonomic hierarchies), we evaluated the performance of GPT-4o-mini and Gemini 2.5 Pro. Our experiments consistently show that incorporating in-domain examples and providing richer context within prompts significantly enhances performance. These results confirm that well-engineered prompts enable LLMs to effectively extract entities and their hierarchical relationships, offering a lightweight, adaptable, and generalizable approach to structured knowledge extraction. "
"Domain Ontology Representation Model Based on Graph Databases","https://scispace.com/paper/domain-ontology-representation-model-based-on-graph-1yd7yvr7","2023","Journal Article","Vestnik Novosibirskogo gosudarstvennogo universiteta","V. A. Lisin
Alexey Sery
Elena A. Sidorova","10.25205/1818-7900-2022-20-4-24-38","https://scispace.com/pdf/domain-ontology-representation-model-based-on-graph-1yd7yvr7.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides a Neo4j‑based ontology editor with visualisation, but lacks LLM generation, AI‑agent integration, user studies, and open‑source release; visual tool not explicitly for non‑technical users.","The article presents an approach to modeling domain ontologies based on graph databases. Ontology is traditionally considered as a means of studying and formalizing the subject area. Based on ontologies, knowledge bases of information systems are formed, which can later be replenished and used to study certain applied aspects of the subject area. At the same time, with the development of NoSQL technologies and graph databases aimed at optimizing work with related data, it becomes possible to design a data warehouse without a strict pre-established domain model. Due to the obvious graph nature of ontologies, graph databases are a promising solution for storing and working with ontologies. However, with all the similarities, the ontology and data models used in graph DBMSs are not so easy to combine. The paper proposes an approach to the integration of ontological and graph models of knowledge representation and considers its application in creating a database for a prototype of a web ontology editor. Visual tools for editing ontologies are described, an algorithm for layer-by-layer rendering of a directed graph is given, a mechanism for generating dynamic forms for editing classes and ontology instances is described, and basic support for ontological design patterns is implemented."
"Practical application of systemizing expedition research results in the form of taxonomy","https://scispace.com/paper/practical-application-of-systemizing-expedition-research-2ant5o0q","2022","Journal Article","","Yevhenii B. Shapovalov
Viktor B. Shapovalov
R. Tarasenko
Zhanna I. Bilyk
Irina Mikhaylovna Shapovalova
Adrian Paschke
Fabian Andruszkiewicz","10.55056/etq.40","https://scispace.com/pdf/practical-application-of-systemizing-expedition-research-2ant5o0q.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides a GIS‑focused ontology editor built with spreadsheet inputs, but lacks LLM generation, non‑technical visual UI emphasis, user studies, open‑source release, or AI‑agent integration.","Data processing is complicated nowadays due to its vast amount and low structuration level. Perspective field to provide such structuration is exceptional studies because, in most cases, they foresee measuring parameters planned before such expeditions. Therefore, it is possible to define the parameters that will be measured and prepare forms to fill them during the expedition. This study substantiates the way of processing such data in the form of ontologies, providing structuring and interoperability of expedition data by providing a similar structuring approach. The case of using such an approach based on real-life expedition study in the field of the environment of the National Center ""Junior Academy of Sciences of Ukraine"" is described. The approach foresees using Excel to define the parameters that will be measured during an expedition in the form of table’s columns. Each row in such a table will represent the place or name of the research object. An additional column is devoted to inserting geolocation. After providing the research, such files are uploaded into Polyhedron system and ontology is generated. Such ontologies are stored and integrated into ArcGis and can be used to present their own results and provide background research by other researchers."
"LLMs4OL: Large language models for ontology learning","https://scispace.com/paper/llms4ol-large-language-models-for-ontology-learning-20cehxzeiu","2023","Journal Article","","Hamed Babaei Giglou
Jennifer D'Souza
Sören Auer","10.48550/arxiv.2307.16648","https://arxiv.org/pdf/2307.16648","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLMs to automatically extract and structure ontology elements across domains; no tool, visual editor, user study, open‑source code, or AI‑agent integration presented.","We propose the LLMs4OL approach, which utilizes Large Language Models (LLMs) for Ontology Learning (OL). LLMs have shown significant advancements in natural language processing, demonstrating their ability to capture complex language patterns in different knowledge domains. Our LLMs4OL paradigm investigates the following hypothesis: \textit{Can LLMs effectively apply their language pattern capturing capability to OL, which involves automatically extracting and structuring knowledge from natural language text?} To test this hypothesis, we conduct a comprehensive evaluation using the zero-shot prompting method. We evaluate nine different LLM model families for three main OL tasks: term typing, taxonomy discovery, and extraction of non-taxonomic relations. Additionally, the evaluations encompass diverse genres of ontological knowledge, including lexicosemantic knowledge in WordNet, geographical knowledge in GeoNames, and medical knowledge in UMLS. "
"Ontology Engineering with Large Language Models: Unveiling the potential of human-LLM collaboration in the ontology extension process","https://scispace.com/paper/tAhy8U2PHaYJ","","","","J García-Fernández
J Verhoosel
J Ubacht
RM Bakker","","https://ceur-ws.org/Vol-4020/Paper_ID_8.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Describes a human‑LLM collaborative ontology extension tool, but lacks a drag‑and‑drop UI, user studies, open‑source release, and concrete AI‑agent pipeline case.",""
"Integrating ontologies and large language models to implement retrieval augmented generation","https://scispace.com/paper/integrating-ontologies-and-large-language-models-to-jztaehtcpuyh","2024","Journal Article","","Michael DeBellis
Nivedita Dutta
Jacob Gino
Aadarsh Balaji","10.1177/15705838241296446","https://www.academia.edu/download/116884716/KG_RAG_for_Applied_Ontology.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLM to generate ontology elements for retrieval‑augmented generation; lacks a dedicated engineering tool, visual GUI, user studies, or open‑source release; includes a pipeline example but not a full integration suite.",""
"Semantic Web: An overview and a. net-based tool for knowledge extraction and ontology development","https://scispace.com/paper/semantic-web-an-overview-and-a-net-based-tool-for-knowledge-59d0nix5of","2023","Book Chapter","","Noman Islam
Darakhshan Syed
Zubair A. Shaikh","10.1201/9781003441137-7","","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides a .NET ontology development tool, but lacks LLM generation, visual non‑technical editor, AI‑agent integration, user studies, and open‑source assets.",""
"CEDAR: An Ontology-Based Framework Using Event Abstractions to Contextualise Financial Data Processes","https://scispace.com/paper/bCiIWqKFiyEJ","","","","A Tafech
F Rabhi","","","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides an ontology‑based framework for financial data pipelines, but lacks LLM generation, visual non‑technical editor, user studies, open‑source release, and AI‑agent integration.",""
"DOLLmC: DevOps for Large Language model Customization","https://scispace.com/paper/dollmc-devops-for-large-language-model-customization-3tmkbusbh3","2024","Preprint","","Panos Fitsilis
Vyron Damasiotis
Vasileios Kyriatzis
Paraskevi Tsoutsa","10.48550/arxiv.2405.11581","https://scispace.compdf/dollmc-devops-for-large-language-model-customization-3tmkbusbh3.pdf","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLMs to semi‑automatically generate ontologies; includes a healthcare example of integrating the ontology into LLM fine‑tuning, but lacks a dedicated visual editor, tool focus, user studies, or open‑source release.","The rapid integration of Large Language Models (LLMs) into various industries presents both revolutionary opportunities and unique challenges. This research aims to establish a scalable and efficient framework for LLM customization, exploring how DevOps practices should be adapted to meet the specific demands of LLM customization. By integrating ontologies, knowledge maps, and prompt engineering into the DevOps pipeline, we propose a robust framework that enhances continuous learning, seamless deployment, and rigorous version control of LLMs. This methodology is demonstrated through the development of a domain-specific chatbot for the agricultural sector, utilizing heterogeneous data to deliver actionable insights. The proposed methodology, so called DOLLmC, not only addresses the immediate challenges of LLM customization but also promotes scalability and operational efficiency. However, the methodology's primary limitation lies in the need for extensive testing, validation, and broader adoption across different domains. "
"SKATEBOARD: Semantic Knowledge Advanced Tool for Extraction, Browsing, Organisation, Annotation, Retrieval, and Discovery","https://scispace.com/paper/skateboard-semantic-knowledge-advanced-tool-for-extraction-51y9zc3px4","2023","Journal Article","Applied Sciences","Eleonora Bernasconi
Davide Di Pierro
Domenico Redavid
Stefano Ferilli","10.3390/app132111782","","- **Relevance Score:** 11/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Includes a user evaluation of the interface, but lacks LLM‑based ontology generation and a drag‑and‑drop visual editor; focuses on ontology management and graph exploration, with no open‑source release or AI‑agent pipeline case.","This paper introduces Semantic Knowledge Advanced Tool for Extraction Browsing Organisation Annotation Retrieval and Discovery (SKATEBOARD), a tool designed to facilitate knowledge exploration through the application of semantic technologies. The demand for advanced solutions that streamline Knowledge Extraction, management, and visualisation, characterised by abundant information, has grown substantially in the current era. Graph-based representations have emerged as a robust approach for uncovering intricate data relationships, complementing the capabilities offered by AI models. Acknowledging the transparency and user control challenges faced by AI-driven solutions, SKATEBOARD offers a comprehensive framework encompassing Knowledge Extraction, ontology development, management, and interactive exploration. By adhering to Linked Data principles and adopting graph-based exploration, SKATEBOARD provides users with a clear view of data relationships and dependencies. Furthermore, it integrates recommendation systems and reasoning capabilities to augment the knowledge discovery process, thus introducing a serendipity effect generated by the SKATEBOARD interface exploration. This paper elucidates SKATEBOARD’s functionalities while emphasising its user-centric design. After reviewing related research, we provide an overview of the SKATEBOARD pipeline, demonstrating its capacity to bridge RDF and LPG representations. Subsequent sections delve into Knowledge Extraction and exploration, culminating in the evaluation of the tool. SKATEBOARD empowers users to make informed decisions and uncover valuable insights within their data domains, with the added dimension of serendipitous discoveries facilitated by its interface exploration capabilities."
