"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Structured prompt interrogation and recursive extraction of semantics
  (SPIRES): A method for populating knowledge bases using zero-shot learning","https://scispace.com/paper/structured-prompt-interrogation-and-recursive-extraction-of-3ua1u2za","2023","Posted Content","","","10.48550/arxiv.2304.02711","https://scispace.com/pdf/structured-prompt-interrogation-and-recursive-extraction-of-3ua1u2za.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper presents a zero-shot prompting method to fill predefined schemas, without learning schemas from documents or linking induction to ontology population, and lacks evaluation or scalability data.","Creating knowledge bases and ontologies is a time consuming task that relies on a manual curation. AI/NLP approaches can assist expert curators in populating these knowledge bases, but current approaches rely on extensive training data, and are not able to populate arbitrary complex nested knowledge schemas. Here we present Structured Prompt Interrogation and Recursive Extraction of Semantics (SPIRES), a Knowledge Extraction approach that relies on the ability of Large Language Models (LLMs) to perform zero-shot learning (ZSL) and general-purpose query answering from flexible prompts and return information conforming to a specified schema. Given a detailed, user-defined knowledge schema and an input text, SPIRES recursively performs prompt interrogation against GPT-3+ to obtain a set of responses matching the provided schema. SPIRES uses existing ontologies and vocabularies to provide identifiers for all matched elements. We present examples of use of SPIRES in different domains, including extraction of food recipes, multi-species cellular signaling pathways, disease treatments, multi-step drug mechanisms, and chemical to disease causation graphs. Current SPIRES accuracy is comparable to the mid-range of existing Relation Extraction (RE) methods, but has the advantage of easy customization, flexibility, and, crucially, the ability to perform new tasks in the absence of any training data. This method supports a general strategy of leveraging the language interpreting capabilities of LLMs to assemble knowledge bases, assisting manual knowledge curation and acquisition while supporting validation with publicly-available databases and ontologies external to the LLM. SPIRES is available as part of the open source OntoGPT package: https://github.com/ monarch-initiative/ontogpt. "
"An Automatic Ontology Generation Framework with An Organizational
  Perspective","https://scispace.com/paper/an-automatic-ontology-generation-framework-with-an-q0rcni4l","2022","Posted Content","","","10.48550/arxiv.2201.05910","https://scispace.com/pdf/an-automatic-ontology-generation-framework-with-an-q0rcni4l.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on domain‑independent ontology generation via KG creation and refinement, without schema induction, explicit mapping, quality evaluation, or scalability analysis.","Ontologies have been known for their semantic representation of knowledge. ontologies cannot automatically evolve to reflect updates that occur in respective domains. To address this limitation, researchers have called for automatic ontology generation from unstructured text corpus. Unfortunately, systems that aim to generate ontologies from unstructured text corpus are domain-specific and require manual intervention. In addition, they suffer from uncertainty in creating concept linkages and difficulty in finding axioms for the same concept. Knowledge Graphs (KGs) has emerged as a powerful model for the dynamic representation of knowledge. However, KGs have many quality limitations and need extensive refinement. This research aims to develop a novel domain-independent automatic ontology generation framework that converts unstructured text corpus into domain consistent ontological form. The framework generates KGs from unstructured text corpus as well as refine and correct them to be consistent with domain ontologies. The power of the proposed automatically generated ontology is that it integrates the dynamic features of KGs and the quality features of ontologies. "
"Integração de Dados de Publicações Científicas usando uma Abordagem baseada em Ontologias","https://scispace.com/paper/integracao-de-dados-de-publicacoes-cientificas-usando-uma-7ohgs7f9","2023","Proceedings Article","Anais do Computer on the Beach","Fabiano Borges Ruy","10.14210/cotb.v14.p158-165","https://scispace.com/pdf/integracao-de-dados-de-publicacoes-cientificas-usando-uma-7ohgs7f9.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on manual mapping and integration of publication data from a few sources; does not induce schemas, automate ontology population, or evaluate scalability/quality.","ABSTRACTData integration has gained increasing importance with the growingvolume of available data (so-called Big Data). It allows to putdata from different sources together in an aligned way, so meaningfulinformation can be extracted. Scientific publications are availablein several data sources along the Internet. Integrating data fromthese distributed sources faces a challenge, mainly if we considerthe heterogeneous aspects inherent to the structure/schema andthe semantics of data. This paper presents a semantic integrationinitiative for integrating data from three distinct scientific publicationsources into a shared repository. The integration processis conducted by a systematic approach that creates and applies awell-founded domain ontology to address the semantic aspects andto map concepts, relations, and data between the different datasources. As a final result, a web tool was built over the integratedrepository to support some final user queries."
"GraphMatcher: A Graph Representation Learning Approach for Ontology Matching","https://scispace.com/paper/http://arxiv.org/abs/2404.14450v1","2024","Preprint","","Sefika Efeoglu","","https://arxiv.org/pdf/2404.14450v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on graph‑based ontology matching, not on inducing schemas from document collections or using induced schemas to populate ontologies.","Ontology matching is defined as finding a relationship or correspondence between two or more entities in two or more ontologies. To solve the interoperability problem of the domain ontologies, semantically similar entities in these ontologies must be found and aligned before merging them. GraphMatcher, developed in this study, is an ontology matching system using a graph attention approach to compute higher-level representation of a class together with its surrounding terms. The GraphMatcher has obtained remarkable results in in the Ontology Alignment Evaluation Initiative (OAEI) 2022 conference track. Its codes are available at ~\url{https://github.com/sefeoglu/gat_ontology_matching}."
"Few-Shot Learning of Visual Compositional Concepts through Probabilistic Schema Induction","https://scispace.com/paper/http://arxiv.org/abs/2505.09859v1","2025","Preprint","","Andrew Jun Lee
Taylor Webb
Trevor Bihl
Keith Holyoak
Hongjing Lu","","https://arxiv.org/pdf/2505.09859v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on few-shot visual concept learning via graph-based schemas; does not address document schemas, ontology population, or large‑scale corpus processing.","The ability to learn new visual concepts from limited examples is a hallmark of human cognition. While traditional category learning models represent each example as an unstructured feature vector, compositional concept learning is thought to depend on (1) structured representations of examples (e.g., directed graphs consisting of objects and their relations) and (2) the identification of shared relational structure across examples through analogical mapping. Here, we introduce Probabilistic Schema Induction (PSI), a prototype model that employs deep learning to perform analogical mapping over structured representations of only a handful of examples, forming a compositional concept called a schema. In doing so, PSI relies on a novel conception of similarity that weighs object-level similarity and relational similarity, as well as a mechanism for amplifying relations relevant to classification, analogous to selective attention parameters in traditional models. We show that PSI produces human-like learning performance and outperforms two controls: a prototype model that uses unstructured feature vectors extracted from a deep learning model, and a variant of PSI with weaker structured representations. Notably, we find that PSI's human-like performance is driven by an adaptive strategy that increases relational similarity over object-level similarity and upweights the contribution of relations that distinguish classes. These findings suggest that structured representations and analogical mapping are critical to modeling rapid human-like learning of compositional visual concepts, and demonstrate how deep learning can be leveraged to create psychological models."
"How do Ontology Mappings Change in the Life Sciences?","https://scispace.com/paper/http://arxiv.org/abs/1204.2731v1","2012","Preprint","","Anika Gross
Michael Hartung
Andreas Thor
Erhard Rahm","","https://arxiv.org/pdf/1204.2731v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Analyzes how ontology mappings evolve over time; does not induce schemas, populate ontologies, or evaluate ontology quality or scalability.","Mappings between related ontologies are increasingly used to support data integration and analysis tasks. Changes in the ontologies also require the adaptation of ontology mappings. So far the evolution of ontology mappings has received little attention albeit ontologies change continuously especially in the life sciences. We therefore analyze how mappings between popular life science ontologies evolve for different match algorithms. We also evaluate which semantic ontology changes primarily affect the mappings. We further investigate alternatives to predict or estimate the degree of future mapping changes based on previous ontology and mapping transitions."
"Semi-Automatic Domain Ontology Construction: LLMs, Modularization, and Cognitive Representation","https://scispace.com/paper/semi-automatic-domain-ontology-construction-llms-g26wpw7vbq5o","2025","Journal Article","","Silvia Borowicc
Solange Alves-Souza","10.5220/0013718000004000","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses LLMs and expert seeds to build ontologies, but lacks explicit schema induction from multiple documents and direct schema‑to‑ontology mapping; evaluates ontology structure and consistency, yet no large‑scale scalability evidence.",": Domain ontology construction is a complex and resource-intensive task, traditionally relying on extensive manual effort from ontology engineers and domain experts. While Large Language Models (LLMs) show promise for automating parts of this process, studies indicate they often struggle with capturing domain-specific nuances, maintaining ontological consistency, and identifying subtle relationships, frequently requiring significant human curation. This paper presents a semi-automatic method for domain ontology construction that combines the capabilities of LLMs with established ontology engineering practices, modularization, and cognitive representation. We developed a pipeline incorporating semantic retrieval from heterogeneous document collections, and prompt-guided LLM generation. Two distinct scenarios were evaluated to assess the influence of prior structured knowledge: one using only retrieved document content as input, and another incorporating expert-defined structured seed terms alongside document content. The approach was applied to the domain of Dengue surveillance and control, and the resulting ontologies were evaluated based on structural metrics and logical consistency. Results showed that the scenario incorporating expert-defined seed terms yielded ontologies with greater conceptual coverage, deeper hierarchies and improved cognitive representation compared to the scenario without prior structured knowledge. We also observed significant performance variations between different LLM models regarding their ability to capture semantic details and structure complex domains. This work demonstrates the viability and benefits of a hybrid approach for ontology construction, highlighting the crucial role of combining LLMs with human expertise for more efficient, consistent, and cognitively aligned ontology engineering. The findings support an iterative and incremental ontology development process and suggest LLMs are valuable assistants when guided by domain-specific inputs and integrated into a structured methodology."
"Multimedia ontology population through semantic analysis and hierarchical deep features extraction techniques","https://scispace.com/paper/multimedia-ontology-population-through-semantic-analysis-and-20irzahw","2022","Journal Article","Knowledge and Information Systems","Michela Muscetti
Antonio M. Rinaldi
Cristiano Russo
Cristian Tommasino","10.1007/s10115-022-01669-6","https://scispace.com/pdf/multimedia-ontology-population-through-semantic-analysis-and-20irzahw.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on multimedia ontology population via semantic analysis and deep features; does not induce schemas from similar documents nor link induction to population, nor provide scalability or ontology quality evaluation.","Abstract The rapid increase of available data in different complex contexts needs automatic tasks to manage and process contents. Semantic Web technologies represent the silver bullet in the digital Internet ecosystem to allow human and machine cooperation in achieving these goals. Specific technologies as ontologies are standard conceptual representations of this view. It aims to transform data into an interoperability format providing a common vocabulary for a given domain and defining, with different levels of formality, the meaning of informative objects and their possible relationships. In this work, we focus our attention on Ontology Population in the multimedia realm. An automatic and multi-modality framework for images ontology population is proposed and implemented. It allows the enrichment of a multimedia ontology with new informative content. Our multi-modality approach combines textual and visual information through natural language processing techniques, and convolutional neural network used the features extraction task. It is based on a hierarchical methodology using images descriptors and semantic ontology levels. The results evaluation shows the effectiveness of our proposed approach. "
"Insights from an OTTR-centric Ontology Engineering Methodology","https://scispace.com/paper/http://arxiv.org/abs/2309.13130v1","2023","Preprint","","Moritz Blum
Basil Ell
Philipp Cimiano","","https://arxiv.org/pdf/2309.13130v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on OTTR template methodology for material‑science ontologies; does not induce schemas from document collections, nor link induction to automatic ontology population, nor provide scalability or quality evaluations.","OTTR is a language for representing ontology modeling patterns, which enables to build ontologies or knowledge bases by instantiating templates. Thereby, particularities of the ontological representation language are hidden from the domain experts, and it enables ontology engineers to, to some extent, separate the processes of deciding about what information to model from deciding about how to model the information, e.g., which design patterns to use. Certain decisions can thus be postponed for the benefit of focusing on one of these processes. To date, only few works on ontology engineering where ontology templates are applied are described in the literature.
  In this paper, we outline our methodology and report findings from our ontology engineering activities in the domain of Material Science. In these activities, OTTR templates play a key role. Our ontology engineering process is bottom-up, as we begin modeling activities from existing data that is then, via templates, fed into a knowledge graph, and it is top-down, as we first focus on which data to model and postpone the decision of how to model the data.
  We find, among other things, that OTTR templates are especially useful as a means of communication with domain experts. Furthermore, we find that because OTTR templates encapsulate modeling decisions, the engineering process becomes flexible, meaning that design decisions can be changed at little cost."
"Ontology Related Natural Text Semantic Analysis Approaches","https://scispace.com/paper/ontology-related-natural-text-semantic-analysis-approaches-366eapsnzq","2024","Book Chapter","","Vladislav Kaverinsky","10.31274/isudp.151.02","https://scispace.compdf/ontology-related-natural-text-semantic-analysis-approaches-366eapsnzq.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses fixed document structure and scripted conversion to OWL; no schema induction, no automatic mapping from induced schema, and lacks evaluation or scalability evidence.","The article presents a new technique and its software implementation to create a deeply semantically structured ontology using plain natural language text as input, without regular structure or any previous tagging and markup. The new approach is primarily aimed at highly inflectional languages, and is implemented for Ukrainian. "
"A Planning Ontology to Represent and Exploit Planning Knowledge for Performance Efficiency","https://scispace.com/paper/http://arxiv.org/abs/2307.13549v2","2023","Preprint","","Bharath Muppasani
Vishal Pallagani
Biplav Srivastava
Raghava Mutharaju
Michael N. Huhns
Vignesh Narayanan","","https://arxiv.org/pdf/2307.13549v2","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on using planning competition data to build a domain ontology for planner selection and macro generation, not on inductive schema learning or automated ontology population from document collections.","Ontologies are known for their ability to organize rich metadata, support the identification of novel insights via semantic queries, and promote reuse. In this paper, we consider the problem of automated planning, where the objective is to find a sequence of actions that will move an agent from an initial state of the world to a desired goal state. We hypothesize that given a large number of available planners and diverse planning domains; they carry essential information that can be leveraged to identify suitable planners and improve their performance for a domain. We use data on planning domains and planners from the International Planning Competition (IPC) to construct a planning ontology and demonstrate via experiments in two use cases that the ontology can lead to the selection of promising planners and improving their performance using macros - a form of action ordering constraints extracted from planning ontology. We also make the planning ontology and associated resources available to the community to promote further research."
"Primer on the Gene Ontology","https://scispace.com/paper/http://arxiv.org/abs/1602.01876v1","2016","Preprint","","Pascale Gaudet
Nives Škunca
James C. Hu
Christophe Dessimoz","10.1007/978-1-4939-3743-1_3","https://arxiv.org/pdf/1602.01876v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a tutorial on Gene Ontology structure and annotation; does not discuss schema induction, automatic ontology population, or related evaluations.","The Gene Ontology (GO) project is the largest resource for cataloguing gene function. The combination of solid conceptual underpinnings and a practical set of features have made the GO a widely adopted resource in the research community and an essential resource for data analysis. In this chapter, we provide a concise primer for all users of the GO. We briefly introduce the structure of the ontology and explain how to interpret annotations associated with the GO."
"Utilizing BERTopic Modeling for Concept Discovery in the Domain of Gerotranscendence and Solitude.","https://scispace.com/paper/utilizing-bertopic-modeling-for-concept-discovery-in-the-pmu0gn4lgs1p","2025","Journal Article","","B. Damayanthi Jesudas
Finn Wilson
Rachel A. Mavrovich
Sean Kindya
Feng-Yu Yeh
Sam Smith
Jeremy Ravenel
Jie Zheng
Yongqun He
Hollen N. Reischer
Julie C. Bowker
John Beverley
William D. Duncan","10.21203/rs.3.rs-7383440/v1","https://pdfs.semanticscholar.org/935e/2bac6bd12a7899ebfcfe935cfb7f7734a290.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses BERTopic to extract topics and candidate ontology terms, but lacks schema induction, direct schema‑to‑ontology mapping, and scalability or quality evaluation.","Background. Ontology development is a complex, iterative process that traditionally requires extensive collaboration between ontology developers and subject matter experts (SMEs). While effective, this manual approach is time-consuming, labor-intensive, and prone to cognitive bias. To streamline early-stage ontology development and uncover concepts that might be overlooked through manual review alone, we applied automated topic modeling with BERTopic to extract topics, keywords, topic labels, and summaries from The Handbook of Solitude: Psychological Perspectives on Social Isolation, Social Withdrawal, and Being Alone and Gerotranscendence: A Developmental Theory of Positive Aging . The extracted topic labels were used as candidate concepts for the Promoting Healthy Aging through Semantic Enrichment of Solitude Research (PHASES) Ontology. Methods. We implemented and compared two BERTopic pipelines: (1) the default configuration and (2) a custom preprocessing pipeline incorporating part-of-speech filtering and n-gram tuning.The pipeline is customized to flexibly extract any specified number of topics and keywords based on user-defined parameters. To compare and merge topic modeling outputs across solitude and gerotranscendence, we used semantic embeddings of topic labels, keywords, and summaries from the custom pipeline. Cosine similarity identified semantically matched topic pairs above a set threshold, enabling categorization and integration into a merged conceptual framework that bridges both domains. Results. From the solitude corpus, BERTopic generated 244 initial topics, which SME review refined to 32 high-quality topics with the custom pipeline and 46 with the default pipeline. For the gerotranscendence corpus, the pipeline produced 172 initial topics, refined to 33 (custom) and 32 (default) high-quality topics. Across both corpora, BERTopic contributed 90 ontology terms, 52 from the solitude corpus and 38 from the gerotranscendence corpus. Visual evaluations, including keyword score bar charts, hierarchical clustering dendrograms, and BART-generated summaries, revealed that the custom pipeline produced more fine-grained, domain-specific topics, while the default pipeline offered broader thematic coverage and clearer labels. Certain theory-laden concepts, however, required SME interpretive input. Conclusions. BERTopic provided an efficient, semi-automated approach for identifying candidate ontology terms from domain literature, supporting both breadth and specificity in concept capture. Integrating semantic similarity analysis across thematic domains revealed conceptual intersections and overlaps, enhancing the semantic foundation of the PHASES Ontology and offering a replicable method for cross-domain ontology development. "
"A Novel Approach to Populate Multimedia Knowledge Graph via Deep Learning and Semantic Analysis","https://scispace.com/paper/a-novel-approach-to-populate-multimedia-knowledge-graph-via-2v6gg0rk","2022","Proceedings Article","International ACM Conference on Management of Emergent Digital EcoSystems","Antonio M. Rinaldi
Cristiano Russo
Cristian Tommasino","10.1145/3508397.3564846","https://scispace.com/pdf/a-novel-approach-to-populate-multimedia-knowledge-graph-via-2v6gg0rk.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses deep learning to retrieve and align images with ImageNet categories, then populates a multimedia ontology; does not induce schemas from document collections nor link induction to ontology population.","The growth of data in volume and complexity needs automatic tools to manage and process information. Semantic Web Technologies are a silver bullet in this context due to their capacity to transform human-readable contents into machine-readable ones. Knowledge graphs and the related ontologies represent essential tools for managing very large knowledge bases. The population process of these knowledge structures is composed of expensive and time-consuming tasks, and we propose a novel approach to automate the population step. Our approach is based on novel techniques based on semantic analysis and deep learning using NoSQL technologies. Several results to show the effectiveness of our approach is also reported."
"SCRE: special cargo relation extraction using representation learning","https://scispace.com/paper/scre-special-cargo-relation-extraction-using-representation-3uuo728u","2023","Journal Article","Neural Computing and Applications","Vahideh Reshadat
Alp Akcay
Kalliopi Zervanou
Yingqian Zhang
Eelco De Jong","10.1007/s00521-023-08704-9","https://scispace.com/pdf/scre-special-cargo-relation-extraction-using-representation-3uuo728u.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on cargo relation extraction and ontology population methods, but lacks schema induction, direct schema‑to‑ontology mapping, and large‑scale evaluation.","Abstract The airfreight industry of shipping goods with special handling needs, also known as special cargo, often deals with non-transparent data and outdated technology, resulting in significant inefficiency. A special cargo ontology is a means of extracting, structuring, and storing domain knowledge and representing the concepts and relationships that can be processed by computers. This ontology can be used as the base of semantic data retrieval in many artificial intelligence applications, such as planning for special cargo shipments. Domain information extraction is an essential task in implementing and maintaining special cargo ontology. However, the absence of domain information makes instantiating the cargo ontology challenging. We propose a relation representation learning approach based on a hierarchical attention-based multi-task model and leverage it in the special cargo domain. The proposed relation representation learning architecture is applied for identifying and categorizing samples of various relation types in the special cargo ontology. The model is trained with domain-specific documents on a number of semantic tasks that vary from lightweight tasks in the bottom layers to the heavyweight tasks in the top layers of the model in a hierarchical setting. Therefore, it conveys complementary input features and learns a rich representation. We also train a domain-specific relation representation model that relies only on an entity-linked corpus of cargo shipment domain. These two relation representation models are then employed in a supervised multi-class classifier called Special Cargo Relation Extractor (SCRE). The results of the experiments show that the proposed relation representation models can represent the complex semantic information of the special cargo domain efficiently. "
"RELRaE: LLM-Based Relationship Extraction, Labelling, Refinement, and Evaluation","https://scispace.com/paper/relrae-llm-based-relationship-extraction-labelling-it32yzapzlr9","2025","Journal Article","arXiv.org","George Hannah
Jacopo de Berardinis
Terry R. Payne
Valentina A. M. Tamma
Andrew Mitchell
Ellen Piercy
Ewan Johnson
Andrew Ng
Harry Rostron
Boris Konev","10.48550/arxiv.2507.03829","https://scispace.compdf/relrae-llm-based-relationship-extraction-labelling-it32yzapzlr9.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses LLMs to label relationships in a single XML schema for ontology generation, but lacks inductive multi‑document schema learning, explicit mapping pipeline, quality evaluation, and scalability evidence.","A large volume of XML data is produced in experiments carried out by robots in laboratories. In order to support the interoperability of data between labs, there is a motivation to translate the XML data into a knowledge graph. A key stage of this process is the enrichment of the XML schema to lay the foundation of an ontology schema. To achieve this, we present the RELRaE framework, a framework that employs large language models in different stages to extract and accurately label the relationships implicitly present in the XML schema. We investigate the capability of LLMs to accurately generate these labels and then evaluate them. Our work demonstrates that LLMs can be effectively used to support the generation of relationship labels in the context of lab automation, and that they can play a valuable role within semi-automatic ontology generation frameworks more generally."
"Security Ontology Structure for Formalization of Security Document Knowledge","https://scispace.com/paper/security-ontology-structure-for-formalization-of-security-2brwhwds","2022","Journal Article","Electronics","Simona Ramanauskaite
Anatoly B. Shein
Antanas Čenys
Justinas Rastenis","10.3390/electronics11071103","https://scispace.com/pdf/security-ontology-structure-for-formalization-of-security-2brwhwds.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on manual security document formalization and need for automation, but lacks inductive schema learning, automatic ontology population, linked pipelines, evaluation, or scalability evidence.","Cybersecurity solutions are highly based on data analysis. Currently, it is not enough to make an automated decision; it also has to be explainable. The decision-making logic traceability should be provided in addition to justification by referencing different data sources and evidence. However, the existing security ontologies, used for the implementation of expert systems and serving as a knowledge base, lack interconnectivity between different data sources and computer-readable linking to the data source. Therefore, this paper aims to increase the possibilities of ontology-based cyber intelligence solutions, by presenting a security ontology structure for data storage to the ontology from different text-based data sources, supporting the knowledge traceability and relationship estimation between different security documents. The proposed ontology structure is tested by storing data of three text-based data sources, and its application possibilities are provided. The study shows that the structure is adaptable for different text data sources and provides an additional value related to security area extension."
"Human-in-the-Loop Schema Induction","https://scispace.com/paper/human-in-the-loop-schema-induction-1xo603y4","2023","Posted Content","","","10.48550/arxiv.2302.13048","https://scispace.com/pdf/human-in-the-loop-schema-induction-1xo603y4.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses human‑in‑the‑loop LLM pipeline to generate graph‑based schemas, but focuses on curation rather than ontology mapping or large‑scale document processing.","Schema induction builds a graph representation explaining how events unfold in a scenario. Existing approaches have been based on information retrieval (IR) and information extraction(IE), often with limited human curation. We demonstrate a human-in-the-loop schema induction system powered by GPT-3. We first describe the different modules of our system, including prompting to generate schematic elements, manual edit of those elements, and conversion of those into a schema graph. By qualitatively comparing our system to previous ones, we show that our system not only transfers to new domains more easily than previous approaches, but also reduces efforts of human curation thanks to our interactive interface. "
"We Are What We Repeatedly Do: Inducing and Deploying Habitual Schemas in Persona-Based Responses","https://scispace.com/paper/we-are-what-we-repeatedly-do-inducing-and-deploying-habitual-26qmi8osqk","2023","Journal Article","","Benjamin Kane
Lenhart K. Schubert","10.18653/v1/2023.emnlp-main.678","https://scispace.compdf/we-are-what-we-repeatedly-do-inducing-and-deploying-habitual-26qmi8osqk.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on persona‑driven habitual event schemas for dialogue generation; does not induce schemas from multiple similar documents, nor map them to or evaluate an ontology.","Many practical applications of dialogue technology require the generation of responses according to a particular developer-specified persona. While a variety of personas can be elicited from recent large language models, the opaqueness and unpredictability of these models make it desirable to be able to specify personas in an explicit form. In previous work, personas have typically been represented as sets of one-off pieces of self-knowledge that are retrieved by the dialogue system for use in generation. However, in realistic human conversations, personas are often revealed through story-like narratives that involve rich habitual knowledge – knowledge about kinds of events that an agent often participates in (e.g., work activities, hobbies, sporting activities, favorite entertainments, etc.), including typical goals, sub-events, preconditions, and postconditions of those events. We capture such habitual knowledge using an explicit schema representation, and propose an approach to dialogue generation that retrieves relevant schemas to condition a large language model to generate persona-based responses. Furthermore, we demonstrate a method for bootstrapping the creation of such schemas by first generating generic passages from a set of simple facts, and then inducing schemas from the generated passages. "
"Constructive-Synthesizing Modelling of Ontological Document Management Support for the Railway Train Speed Restrictions","https://scispace.com/paper/constructive-synthesizing-modelling-of-ontological-document-i4kja0qa","2022","Journal Article","","V. I. Shynkarenko
L. Zhuchyi","10.15802/stp2022/268001","https://scispace.com/pdf/constructive-synthesizing-modelling-of-ontological-document-i4kja0qa.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on manual schema mapping and railway ontology construction; lacks inductive schema learning, automatic population from induced schemas, explicit linkage, evaluation, or scalability claims.","Purpose. During the development of railway ontologies, it is necessary to take into account both the data of information systems and regulatory support to check their consistency. To do this, data integration is performed. The purpose of the work is to formalize the methods for integrating heterogeneous sources of information and ontology formation. Methodology. Constructive-synthesizing modelling of ontology formation and its resources was developed. Findings. Ontology formation formalization has been performed, which allows expanding the possibilities of automating the integration and coordination of data using ontologies. In the future, it is planned to expand the structural system for the formation of ontologies based on textual sources of railway regulatory documentation and information systems. Originality. The authors laid the foundations of using constructive-synthesizing modelling in the railway transport ontological domain to form the structure and data of the railway train speed restriction warning tables (database and csv format), their transformation into a common tabular format, vocabulary, rules and ontology individuals, as well as ontology population. Ontology learning methods have been developed to integrate data from heterogeneous sources. Practical value. The developed methods make it possible to integrate heterogeneous data sources (the structure of the table of the railway train management rules, the form and application for issuing a warning), which are railway domain-specific. It allows forming an ontology from its data sources (database and csv formats) to schema and individuals. Integration and consistency of information system data and regulatory documentation is one of the aspects of increasing the level of train traffic safety."
"A Framework for Business Intelligence Application using Ontological Classification","https://scispace.com/paper/http://arxiv.org/abs/1109.1088v1","2011","Preprint","","A. Martin
D. Maladhy
V. Prasanna Venkatesan","","https://arxiv.org/pdf/1109.1088v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses ontology and decision trees for BI, but lacks schema induction from multiple documents, automatic ontology population, explicit induction‑population link, evaluation, or scalability discussion.","Every business needs knowledge about their competitors to survive better. One of the information repositories is web. Retrieving Specific information from the web is challenging. An Ontological model is developed to capture specific information by using web semantics. From the Ontology model, the relations between the data are mined using decision tree. From all these a new framework is developed for Business Intelligence."
"Integration of Contextual Descriptors in Ontology Alignment for Enrichment of Semantic Correspondence","https://scispace.com/paper/http://arxiv.org/abs/2411.19113v1","2024","Preprint","","Eduard Manziuk
Oleksander Barmak
Pavlo Radiuk
Vladislav Kuznetsov
Iurii Krak
Sergiy Yakovlev","","https://arxiv.org/pdf/2411.19113v1","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on contextual descriptors for ontology alignment, not on inductive schema learning, automatic ontology population, or large‑scale document processing.","This paper proposes a novel approach to semantic ontology alignment using contextual descriptors. A formalization was developed that enables the integration of essential and contextual descriptors to create a comprehensive knowledge model. The hierarchical structure of the semantic approach and the mathematical apparatus for analyzing potential conflicts between concepts, particularly in the example of ""Transparency"" and ""Privacy"" in the context of artificial intelligence, are demonstrated. Experimental studies showed a significant improvement in ontology alignment metrics after the implementation of contextual descriptors, especially in the areas of privacy, responsibility, and freedom & autonomy. The application of contextual descriptors achieved an average overall improvement of approximately 4.36%. The results indicate the effectiveness of the proposed approach for more accurately reflecting the complexity of knowledge and its contextual dependence."
