"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Open-Domain Hierarchical Event Schema Induction by Incremental Prompting and Verification","https://scispace.com/paper/open-domain-hierarchical-event-schema-induction-by-1cydmxu9of","2023","Journal Article","","Sha Li
Ruining Zhao
Manling Li
Heng Ji
Chris Callison-Burch
Jiawei Han","10.18653/v1/2023.acl-long.312","https://scispace.compdf/open-domain-hierarchical-event-schema-induction-by-1cydmxu9of.pdf","- **Relevance Score:** 30/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLM prompting to induce event schemas from raw text, offering a dedicated schema extraction step and open‑domain processing, but focuses on event graphs rather than ontologies and lacks multi‑domain tests, scalability metrics, or downstream validation.","Event schemas are a form of world knowledge about the typical progression of events.Recent methods for event schema induction use information extraction systems to construct a large number of event graph instances from documents, and then learn to generalize the schema from such instances.In contrast, we propose to treat event schemas as a form of commonsense knowledge that can be derived from large language models (LLMs).This new paradigm greatly simplifies the schema induction process and allows us to handle both hierarchical relations and temporal relations between events in a straightforward way.Since event schemas have complex graph structures, we design an incremental prompting and verification method INCSCHEMA to break down the construction of a complex event graph into three stages: event skeleton construction, event expansion, and event-event relation verification.Compared to directly using LLMs to generate a linearized graph, INCSCHEMA can generate large and complex schemas with 7.2% F1 improvement in temporal relations and 31.0%F1 improvement in hierarchical relations.In addition, compared to the previous state-of-the-art closed-domain schema induction model, human assessors were able to cover ∼10% more events when translating the schemas into coherent stories and rated our schemas 1.3 points higher (on a 5-point scale) in terms of readability. 1 Relation Allen's base relations e1 starts before e2? e1 ends before e2? e1 duration longer than e2? e1 ≺ e2 e1 precedes e2, e1 meets e2 Yes Yes -e1 ≻ e2 e1 is preceded by e2, e1 is met by e2 No No -e1 ⊂ e2 e1 starts e2, e1 during e2, e1 finishes e2 No Yes No e1 ⊃ e2 e1 is started by e2, e1 contains e2, e1 is finished by e2 Yes No Yes e1 ∥ e2 e1 overlaps with e2, e1 is equal to e2 Yes No No e1 ∥ e2 e1 is overlapped by e2 No Yes Yes "
"Semi-Automatic Domain Ontology Construction: LLMs, Modularization, and Cognitive Representation","https://scispace.com/paper/semi-automatic-domain-ontology-construction-llms-g26wpw7vbq5o","2025","Journal Article","","Silvia Borowicc
Solange Alves-Souza","10.5220/0013718000004000","https://www.scitepress.org/Papers/2025/137180/137180.pdf","- **Relevance Score:** 30/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLMs with human seed terms to build ontologies from retrieved documents, extracts hierarchical schema, but focuses on Dengue domain, lacks cross‑domain tests, scalability data, and comparative baselines.",": Domain ontology construction is a complex and resource-intensive task, traditionally relying on extensive manual effort from ontology engineers and domain experts. While Large Language Models (LLMs) show promise for automating parts of this process, studies indicate they often struggle with capturing domain-specific nuances, maintaining ontological consistency, and identifying subtle relationships, frequently requiring significant human curation. This paper presents a semi-automatic method for domain ontology construction that combines the capabilities of LLMs with established ontology engineering practices, modularization, and cognitive representation. We developed a pipeline incorporating semantic retrieval from heterogeneous document collections, and prompt-guided LLM generation. Two distinct scenarios were evaluated to assess the influence of prior structured knowledge: one using only retrieved document content as input, and another incorporating expert-defined structured seed terms alongside document content. The approach was applied to the domain of Dengue surveillance and control, and the resulting ontologies were evaluated based on structural metrics and logical consistency. Results showed that the scenario incorporating expert-defined seed terms yielded ontologies with greater conceptual coverage, deeper hierarchies and improved cognitive representation compared to the scenario without prior structured knowledge. We also observed significant performance variations between different LLM models regarding their ability to capture semantic details and structure complex domains. This work demonstrates the viability and benefits of a hybrid approach for ontology construction, highlighting the crucial role of combining LLMs with human expertise for more efficient, consistent, and cognitively aligned ontology engineering. The findings support an iterative and incremental ontology development process and suggest LLMs are valuable assistants when guided by domain-specific inputs and integrated into a structured methodology."
"From Text to Databases: attribute grammar as database meta-model","https://scispace.com/paper/from-text-to-databases-attribute-grammar-as-database-meta-48te52il353u","2024","Journal Article","","Jacques Chabin
Mírian Halfeld Ferrari
Nicolas Hiot","10.48550/arxiv.2410.09441","https://scispace.compdf/from-text-to-databases-attribute-grammar-as-database-meta-48te52il353u.pdf","- **Relevance Score:** 30/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Provides a generic meta‑grammar for schema extraction, but lacks LLM‑centric ontology induction and empirical multi‑domain or scalability evaluations.","We present a general methodology for structuring textual data, represented as syntax trees enriched with semantic information, guided by a meta-model G defined as an attribute grammar. The method involves an evolution process where both the instance and its grammar evolve, with instance transformations guided by rewriting rules and a similarity measure. Each new instance generates a corresponding grammar, culminating in a target grammar GT that satisfies G. This methodology is applied to build a database populated from textual data. The process generates both a database schema and its instance, independent of specific database models. We demonstrate the approach using clinical medical cases, where trees represent database instances and grammars act as database schemas. Key contributions include the proposal of a general attribute grammar G, a formalization of grammar evolution, and a proof-of-concept implementation for database structuring. "
"iText2KG: Incremental Knowledge Graphs Construction Using Large Language
  Models","https://scispace.com/paper/itext2kg-incremental-knowledge-graphs-construction-using-1iu5sla0ubgm","2024","Journal Article","","Yassir Lairgi
Ludovic Moncla
Rémy Cazabet
Khalid Benabdeslem
Pierre Cléau","10.48550/arxiv.2409.03284","https://scispace.compdf/itext2kg-incremental-knowledge-graphs-construction-using-1iu5sla0ubgm.pdf","- **Relevance Score:** 30/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Paper presents zero‑shot LLM‑driven KG construction from raw texts, showing domain‑agnostic, corpus‑based extraction but lacks explicit ontology schema extraction, generalization tests, and comparative or scalability evaluations.","Most available data is unstructured, making it challenging to access valuable information. Automatically building Knowledge Graphs (KGs) is crucial for structuring data and making it accessible, allowing users to search for information effectively. KGs also facilitate insights, inference, and reasoning. Traditional NLP methods, such as named entity recognition and relation extraction, are key in information retrieval but face limitations, including the use of predefined entity types and the need for supervised learning. Current research leverages large language models' capabilities, such as zero- or few-shot learning. However, unresolved and semantically duplicated entities and relations still pose challenges, leading to inconsistent graphs and requiring extensive post-processing. Additionally, most approaches are topic-dependent. In this paper, we propose iText2KG, a method for incremental, topic-independent KG construction without post-processing. This plug-and-play, zero-shot method is applicable across a wide range of KG construction scenarios and comprises four modules: Document Distiller, Incremental Entity Extractor, Incremental Relation Extractor, and Graph Integrator and Visualization. Our method demonstrates superior performance compared to baseline methods across three scenarios: converting scientific papers to graphs, websites to graphs, and CVs to graphs. "
"An Unsupervised Ontology Construction Method Based on Pre-trained Language Model","https://scispace.com/paper/an-unsupervised-ontology-construction-method-based-on-pre-8toa0054i8zu","2025","Proceedings Article","","Hanqi Zheng","10.1145/3730436.3730532","","- **Relevance Score:** 30/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses PLM‑based concept discovery on raw corpus (highly relevant); domain‑agnostic. Provides relation discovery but no explicit schema (somewhat relevant). Lacks generalization, multi‑domain eval, comparisons, scalability, downstream tests.","With the fast growth of text data, the importance of automatic ontology construction has grown significantly‎. The proposed article provides a novel approach by applying pre-trained ‎language models to automatically construct the ontology. The framework consists of two sequential phases: automatic concept discovery and automatic relation discovery. In the context of automatic concept discovery, instances and their embedding vectors ‎are extracted first through Named Entity Recognition (NER). Then, the unsupervised affinity ‎propagation (AP) clustering algorithm is applied to classify these embedding vectors, resulting in the discovery of the ‎concepts. A denoising method is discussed to obtain higher accuracy with respect to the concepts obtained to reduce noise caused by complete clustering. Related to automatic relation discovery between concepts (mentioned in the next section), the process ‎generates inexplicable concepts that are contextually similar based on the embedded vectors of instances mapping ‎over the two entities. This can enable unsupervised automatic discovery of relations between the contextually related concepts. This method shows a certain feasibility and achieves early effectiveness in unsupervised automatic ontology construction with the experimental results. ‎"
"Joint learning of ontology and semantic parser from text","https://scispace.com/paper/http://arxiv.org/abs/1601.00901v1","2016","Preprint","","Janez Starc
Dunja Mladenić","","https://arxiv.org/pdf/1601.00901v1","- **Relevance Score:** 30/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses corpus‑based grammar induction to extract classes and relations from Wikipedia bios; no LLMs, limited to one domain, lacks generalization, comparisons, scalability, or downstream validation.","Semantic parsing methods are used for capturing and representing semantic meaning of text. Meaning representation capturing all the concepts in the text may not always be available or may not be sufficiently complete. Ontologies provide a structured and reasoning-capable way to model the content of a collection of texts. In this work, we present a novel approach to joint learning of ontology and semantic parser from text. The method is based on semi-automatic induction of a context-free grammar from semantically annotated text. The grammar parses the text into semantic trees. Both, the grammar and the semantic trees are used to learn the ontology on several levels -- classes, instances, taxonomic and non-taxonomic relations. The approach was evaluated on the first sentences of Wikipedia pages describing people."
"Taxonomy Inference for Tabular Data Using Large Language Models","https://scispace.com/paper/taxonomy-inference-for-tabular-data-using-large-language-i49w2pm7l9fi","2025","Journal Article","arXiv.org","Zhenyu Wu
Jiaoyan Chen
Norman W. Paton","10.48550/arxiv.2503.21810","https://scispace.compdf/taxonomy-inference-for-tabular-data-using-large-language-i49w2pm7l9fi.pdf","- **Relevance Score:** 30/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLMs to build taxonomies from heterogeneous tables and extracts column schemas, offering a domain‑agnostic, schema‑focused method. However, it does not induce ontologies from text corpora, provides limited evidence of cross‑domain generalization, and lacks multi‑domain, scalability, or extensive downstream validation.",""
"Dialogue Term Extraction using Transfer Learning and Topological Data Analysis","https://scispace.com/paper/http://arxiv.org/abs/2208.10448v1","2022","Preprint","","Renato Vukovic
Michael Heck
Benjamin Matthias Ruppik
Carel van Niekerk
Marcus Zibrowius
Milica Gašić","10.5281/zenodo.6858565","https://arxiv.org/pdf/2208.10448v1","- **Relevance Score:** 26/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Highly Relevant: extracts domains, slots, values directly from dialogue corpora; demonstrates cross‑dataset generalization. Somewhat Relevant: uses generic embeddings, offers schema‑like slot extraction, evaluates on two dialogue domains, compares with a prior term‑extraction baseline. Not Relevant: no LLM core, no explicit domain‑agnostic claim, lacks full ontology schema, scalability metrics, or downstream/human validation.","Goal oriented dialogue systems were originally designed as a natural language interface to a fixed data-set of entities that users might inquire about, further described by domain, slots, and values. As we move towards adaptable dialogue systems where knowledge about domains, slots, and values may change, there is an increasing need to automatically extract these terms from raw dialogues or related non-dialogue data on a large scale. In this paper, we take an important step in this direction by exploring different features that can enable systems to discover realizations of domains, slots, and values in dialogues in a purely data-driven fashion. The features that we examine stem from word embeddings, language modelling features, as well as topological features of the word embedding space. To examine the utility of each feature set, we train a seed model based on the widely used MultiWOZ data-set. Then, we apply this model to a different corpus, the Schema-Guided Dialogue data-set. Our method outperforms the previously proposed approach that relies solely on word embeddings. We also demonstrate that each of the features is responsible for discovering different kinds of content. We believe our results warrant further research towards ontology induction, and continued harnessing of topological data analysis for dialogue and natural language processing research."
"Toward a Method to Generate Capability Ontologies from Natural Language
  Descriptions","https://scispace.com/paper/toward-a-method-to-generate-capability-ontologies-from-5qpb23sfek","2024","Preprint","","Luis Miguel Vieira da Silva
Aljosha Köcher
Felix Gehlhoff
Alexander Fay","10.48550/arxiv.2406.07962","https://scispace.compdf/toward-a-method-to-generate-capability-ontologies-from-5qpb23sfek.pdf","- **Relevance Score:** 25/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLMs to auto‑generate capability ontologies from single descriptions; lacks domain‑agnostic, corpus‑wide, schema extraction, and generalization aspects; includes minimal human review.","To achieve a flexible and adaptable system, capability ontologies are increasingly leveraged to describe functions in a machine-interpretable way. However, modeling such complex ontological descriptions is still a manual and error-prone task that requires a significant amount of effort and ontology expertise. This contribution presents an innovative method to automate capability ontology modeling using Large Language Models (LLMs), which have proven to be well suited for such tasks. Our approach requires only a natural language description of a capability, which is then automatically inserted into a predefined prompt using a few-shot prompting technique. After prompting an LLM, the resulting capability ontology is automatically verified through various steps in a loop with the LLM to check the overall correctness of the capability ontology. First, a syntax check is performed, then a check for contradictions, and finally a check for hallucinations and missing ontology elements. Our method greatly reduces manual effort, as only the initial natural language description and a final human review and possible correction are necessary, thereby streamlining the capability ontology generation process. "
"LLMs4OL: Large Language Models for Ontology Learning","https://scispace.com/paper/llms4ol-large-language-models-for-ontology-learning-20cehxzeiu","2023","Journal Article","","Hamed Babaei Giglou
Jennifer D'Souza
Sören Auer","10.48550/arxiv.2307.16648","https://scispace.compdf/llms4ol-large-language-models-for-ontology-learning-20cehxzeiu.pdf","- **Relevance Score:** 25/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLM prompting to induce ontologies from text, but lacks explicit domain‑agnostic claims, dedicated schema step, or evaluation of generalization and scalability.","We propose the LLMs4OL approach, which utilizes Large Language Models (LLMs) for Ontology Learning (OL). LLMs have shown significant advancements in natural language processing, demonstrating their ability to capture complex language patterns in different knowledge domains. Our LLMs4OL paradigm investigates the following hypothesis: \textit{Can LLMs effectively apply their language pattern capturing capability to OL, which involves automatically extracting and structuring knowledge from natural language text?} To test this hypothesis, we conduct a comprehensive evaluation using the zero-shot prompting method. We evaluate nine different LLM model families for three main OL tasks: term typing, taxonomy discovery, and extraction of non-taxonomic relations. Additionally, the evaluations encompass diverse genres of ontological knowledge, including lexicosemantic knowledge in WordNet, geographical knowledge in GeoNames, and medical knowledge in UMLS. "
"LABKAG at LLMs4OL 2025 Tasks A and C: Context-Rich Prompting for Ontology Construction","https://scispace.com/paper/labkag-at-llms4ol-2025-tasks-a-and-c-context-rich-prompting-ohzor206hxmh","2025","Proceedings Article","Open conference proceedings","Xinyi Zhao
Kevin Drake
Yuya Sasaki
Hidetaka Hando
Xinyi Zhao
Kevin Drake
Yuya Sasaki
Hidetaka Hando","10.52825/ocp.v6i.2891","https://scispace.compdf/labkag-at-llms4ol-2025-tasks-a-and-c-context-rich-prompting-ohzor206hxmh.pdf","- **Relevance Score:** 25/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLM prompts to extract terms and taxonomies directly from a task corpus, but focuses on a single domain, lacks a dedicated schema module, and provides no generalization, multi‑domain, comparative, scalability, or downstream validation evidence.","This paper presents LABKAG's submission to the LLMs4OL 2025 Challenge, focusing on ontology construction from domain-specific text using large language models (LLMs). Our core methodology prioritizes prompt design over fine-tuning or external knowledge, demonstrating its effectiveness in generating structured knowledge. For Task A (Text2Onto: extracting ontological terms and types), we utilized a locally deployed Qwen3-8B model, while for Task C (Taxonomy Discovery: identifying taxonomic hierarchies), we evaluated the performance of GPT-4o-mini and Gemini 2.5 Pro. Our experiments consistently show that incorporating in-domain examples and providing richer context within prompts significantly enhances performance. These results confirm that well-engineered prompts enable LLMs to effectively extract entities and their hierarchical relationships, offering a lightweight, adaptable, and generalizable approach to structured knowledge extraction. "
"LLM Workflows for Scientific Schema Mining and Ontology Engineering","https://scispace.com/paper/llm-workflows-for-scientific-schema-mining-and-ontology-9c9jw1oif1bt","2025","Repository","","D'Souza, Jennifer","10.13140/rg.2.2.13232.62728","","- **Relevance Score:** 18/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLM‑augmented ontology matching and a dedicated schema‑miner for human‑in‑the‑loop schema extraction from scientific papers; lacks domain‑agnostic design, broad evaluation, and scalability analysis.","&lt;p&gt;The talk presented how large language models (LLMs) can be applied to advance conceptual clarity in science by supporting structured knowledge creation within the Open Research Knowledge Graph (ORKG, &lt;a href=""https://orkg.org/""&gt;https://orkg.org/&lt;/a&gt;), a digital library for machine-actionable scholarly knowledge. It introduced the schema-miner tool (&lt;a href=""https://github.com/sciknoworg/schema-miner""&gt;https://github.com/sciknoworg/schema-miner&lt;/a&gt;) for human-in-the-loop schema discovery from scientific papers and demonstrated its application in domains such as atomic layer deposition. The talk also discussed challenges and opportunities in ontology matching, highlighting the OntoAligner toolkit (&lt;a href=""https://ontoaligner.readthedocs.io/""&gt;https://ontoaligner.readthedocs.io/&lt;/a&gt;) as a modular, scalable solution that combines retrieval-augmented generation with LLMs. While ontology learning was mentioned as part of the broader landscape, the focus was on ORKG, schema mining, and ontology matching as concrete steps toward building AI-ready infrastructures for scientific knowledge.&lt;/p&gt; "
"On the Use of Large Language Models to Generate Capability Ontologies","https://scispace.com/paper/on-the-use-of-large-language-models-to-generate-capability-3qt9pbelgh","2024","Preprint","","Luis Miguel Vieira da Silva
Aljosha Köcher
Felix Gehlhoff
Alexander Fay","10.48550/arxiv.2404.17524","https://scispace.compdf/on-the-use-of-large-language-models-to-generate-capability-3qt9pbelgh.pdf","- **Relevance Score:** 18/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLMs to generate capability ontologies from prompts, but focuses on a specific industrial domain, lacks corpus‑driven extraction, and provides limited schema extraction details. No evidence of domain‑agnostic generalization, multi‑domain tests, comparisons, scalability, or downstream validation.","Capability ontologies are increasingly used to model functionalities of systems or machines. The creation of such ontological models with all properties and constraints of capabilities is very complex and can only be done by ontology experts. However, Large Language Models (LLMs) have shown that they can generate machine-interpretable models from natural language text input and thus support engineers / ontology experts. Therefore, this paper investigates how LLMs can be used to create capability ontologies. We present a study with a series of experiments in which capabilities with varying complexities are generated using different prompting techniques and with different LLMs. Errors in the generated ontologies are recorded and compared. To analyze the quality of the generated ontologies, a semi-automated approach based on RDF syntax checking, OWL reasoning, and SHACL constraints is used. The results of this study are very promising because even for complex capabilities, the generated ontologies are almost free of errors. "
"Human-in-the-Loop Schema Induction","https://scispace.com/paper/human-in-the-loop-schema-induction-1xo603y4","2023","Posted Content","","","10.48550/arxiv.2302.13048","https://scispace.com/pdf/human-in-the-loop-schema-induction-1xo603y4.pdf","- **Relevance Score:** 18/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses GPT-3 to generate and curate schemas via an interactive UI, providing a dedicated schema extraction step and human‑in‑the‑loop validation, but lacks domain‑agnostic claims, corpus‑only processing, generalization tests, and comparative or scalability analyses.","Schema induction builds a graph representation explaining how events unfold in a scenario. Existing approaches have been based on information retrieval (IR) and information extraction(IE), often with limited human curation. We demonstrate a human-in-the-loop schema induction system powered by GPT-3. We first describe the different modules of our system, including prompting to generate schematic elements, manual edit of those elements, and conversion of those into a schema graph. By qualitatively comparing our system to previous ones, we show that our system not only transfers to new domains more easily than previous approaches, but also reduces efforts of human curation thanks to our interactive interface. "
"NeOn-GPT: A Large Language Model-Powered Pipeline for Ontology Learning","https://scispace.com/paper/neon-gpt-a-large-language-model-powered-pipeline-for-d7d5yd3qvwwx","2024","Repository","","Das, Arunav
Poltronieri, Andrea
Haase Peter
Kovriguina, Liubov","10.5281/zenodo.11221930","","- **Relevance Score:** 18/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLMs as primary engine to generate Turtle ontologies from text. Claims domain‑agnostic modeling but only wine case; includes schema generation. Lacks corpus extraction, multi‑domain, scalability, and downstream validation.","We address the task of ontology learning by combining the structured NeOn methodology framework with Large Language Models (LLMs) for translating natural language domain descriptions into Turtle syntax ontologies. The main contribution of the paper is a prompt pipeline tailored for domain-agnostic modeling, exemplified through the application to a domain-specific case study: the wine ontology. The resulting pipeline is used to develop NeOn-GPT, a workflow for automatic ontology modeling, and is integrated into the metaphactory platform. NeOn-GPT leverages the systematic approach of the NeOn methodology and LLMs’ generative capabilities to facilitate a more efficient ontology development process. We evaluate the proposed approach by conducting comprehensive evaluations using the Stanford wine ontology as the gold standard. The obtained results show that LLMs are not fully equipped to perform procedural tasks required for ontology development and lack the reasoning skills and domain expertise needed. Overall, LLMs require integration into workflow or trajectory tools for continuous knowledge engineering tasks. Nevertheless, LLMs can significantly alleviate the time and expertise needed. Our code base is publicly available for research and development purposes, accessible at: https://github.com/andreamust/NEON-GPT. "
"Leveraging Large Language Models for Efficient Ontology Development: Extended Version","https://scispace.com/paper/msAtkV4os_0J","","","","MA Cappelli
GDM Serugendo","","https://access.archive-ouverte.unige.ch/access/metadata/b108ea53-1d67-4b76-9202-4e8594767024/download","- **Relevance Score:** 18/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLMs to extract schema and involves experts for validation; claims generalizability but relies on human input and lacks extensive multi‑domain or scalability evaluation.",""
"LLMs4Life: Large Language Models for Ontology Learning in Life Sciences","https://scispace.com/paper/llms4life-large-language-models-for-ontology-learning-in-6k18j9p7iygg","2024","Journal Article","","Nadeen Fathallah
Steffen Staab
Alsayed Algergawy","10.48550/arxiv.2412.02035","https://scispace.compdf/llms4life-large-language-models-for-ontology-learning-in-6k18j9p7iygg.pdf","- **Relevance Score:** 18/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLM‑driven prompting to auto‑generate a life‑science ontology; domain‑specific, no corpus extraction, limited schema step, modest scalability discussion, no downstream validation.","Ontology learning in complex domains, such as life sciences, poses significant challenges for current Large Language Models (LLMs). Existing LLMs struggle to generate ontologies with multiple hierarchical levels, rich interconnections, and comprehensive class coverage due to constraints on the number of tokens they can generate and inadequate domain adaptation. To address these issues, we extend the NeOn-GPT pipeline for ontology learning using LLMs with advanced prompt engineering techniques and ontology reuse to enhance the generated ontologies' domain-specific reasoning and structural depth. Our work evaluates the capabilities of LLMs in ontology learning in the context of highly specialized and complex domains such as life science domains. To assess the logical consistency, completeness, and scalability of the generated ontologies, we use the AquaDiva ontology developed and used in the collaborative research center AquaDiva as a case study. Our evaluation shows the viability of LLMs for ontology learning in specialized domains, providing solutions to longstanding limitations in model performance and scalability. "
"Entity-Augmented Neuroscience Knowledge Retrieval Using Ontology and Semantic Understanding Capability of LLM","https://scispace.com/paper/entity-augmented-neuroscience-knowledge-retrieval-using-x0sf2eton0w4","2025","Journal Article","Neuroscience Informatics","Pralaypati Ta
Sriram Venkatesaperumal
Keerthi Ram
Mohanasankar Sivaprakasam
Pralaypati Ta
Sriram Venkatesaperumal
Keerthi Ram
Mohanasankar Sivaprakasam","10.1016/j.neuri.2025.100237","","- **Relevance Score:** 18/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Highly relevant: builds KG from neuroscience corpus, boosts PubMedQA; Somewhat relevant: LLM aids entity extraction, limited schema step; Not relevant: domain‑agnostic, generalization, scalability, multi‑domain.","Neuroscience research publications encompass a vast wealth of knowledge. Accurately retrieving existing information and discovering new insights from this extensive literature is essential for advancing the field. However, when knowledge is dispersed across multiple sources, current state-of-the-art retrieval methods often struggle to extract the necessary information. A knowledge graph (KG) can integrate and link knowledge from multiple sources. However, existing methods for constructing KGs in neuroscience often rely on labeled data and require domain expertise. Acquiring large-scale, labeled data for a specialized area like neuroscience presents significant challenges. This work proposes novel methods for constructing KG from unlabeled large-scale neuroscience research corpus utilizing large language models (LLM), neuroscience ontology, and text embeddings. We analyze the semantic relevance of neuroscience text segments identified by LLM for building the knowledge graph. We also introduce an entity-augmented information retrieval algorithm to extract knowledge from the KG. Several experiments were conducted to evaluate the proposed approaches. The results demonstrate that our methods significantly enhance knowledge discovery from the unlabeled neuroscience research corpus. The performance of the proposed entity and relation extraction method is comparable to the existing supervised method. It achieves an F1 score of 0.84 for entity extraction from the unlabeled data. The knowledge obtained from the KG improves answers to over 52% of neuroscience questions from the PubMedQA dataset and questions generated using selected neuroscience entities. "
"Schema-Driven Information Extraction from Heterogeneous Tables","https://scispace.com/paper/schema-driven-information-extraction-from-heterogeneous-3cqd0nhl","2023","Posted Content","","","10.48550/arxiv.2305.14336","https://scispace.com/pdf/schema-driven-information-extraction-from-heterogeneous-3cqd0nhl.pdf","- **Relevance Score:** 18/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Highly relevant: works across ML, chemistry, and web tables without domain resources and evaluates on three distinct domains. Somewhat relevant: extracts structured data from corpora, shows zero‑shot generalization, and applies to leaderboard extraction. Not relevant: does not perform ontology induction, schema extraction, or compare with ontology methods.","In this paper, we explore the question of whether language models (LLMs) can support cost-efficient information extraction from complex tables. We introduce schema-driven information extraction, a new task that uses LLMs to transform tabular data into structured records following a human-authored schema. To assess various LLM's capabilities on this task, we develop a benchmark composed of tables from three diverse domains: machine learning papers, chemistry tables, and webpages. Accompanying the benchmark, we present InstrucTE, a table extraction method based on instruction-tuned LLMs. This method necessitates only a human-constructed extraction schema, and incorporates an error-recovery strategy. Notably, InstrucTE demonstrates competitive performance without task-specific labels, achieving an F1 score ranging from 72.3 to 95.7. Moreover, we validate the feasibility of distilling more compact table extraction models to minimize extraction costs and reduce API reliance. This study paves the way for the future development of instruction-following models for cost-efficient table extraction. "
"Large Language Models for JSON Schema Discovery","https://scispace.com/paper/large-language-models-for-json-schema-discovery-4u0ce42x02","2024","Journal Article","","Michael J. Mior","10.48550/arxiv.2407.03286","https://scispace.compdf/large-language-models-for-json-schema-discovery-4u0ce42x02.pdf","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLMs to generate natural language descriptions and names for JSON schema elements, providing a dedicated schema extraction step; does not address ontology induction, domain‑agnosticity, corpus‑based ontology extraction, generalization, or downstream validation.","Semi-structured data formats such as JSON have proved to be useful data models for applications that require flexibility in the format of data stored. However, JSON data often come without the schemas that are typically available with relational data. This has resulted in a number of tools for discovering schemas from a collection of data. Although such tools can be useful, existing approaches focus on the syntax of documents and ignore semantic information. In this work, we explore the automatic addition of meaningful semantic information to discovered schemas similar to information that is added by human schema authors. We leverage large language models and a corpus of manually authored JSON Schema documents to generate natural language descriptions of schema elements, meaningful names for reusable definitions, and identify which discovered properties are most useful and which can be considered ""noise"". Our approach performs well on existing metrics for text generation that have been previously shown to correlate well with human judgement. "
"Large language models as oracles for instantiating ontologies with domain-specific knowledge","https://scispace.com/paper/large-language-models-as-oracles-for-instantiating-2ufnntywjc","2024","Journal Article","arXiv.org","Giovanni Ciatto
Andrea Agiollo
Matteo Magnini
Andrea Omicini","10.48550/arxiv.2404.04108","","- **Relevance Score:** 15/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses LLMs to auto‑populate a pre‑defined schema, claimed domain‑agnostic, but no corpus processing, schema extraction, or broad generalization; limited evaluation and human‑adjustment step.","Background. Endowing intelligent systems with semantic data commonly requires designing and instantiating ontologies with domain-specific knowledge. Especially in the early phases, those activities are typically performed manually by human experts possibly leveraging on their own experience. The resulting process is therefore time-consuming, error-prone, and often biased by the personal background of the ontology designer. Objective. To mitigate that issue, we propose a novel domain-independent approach to automatically instantiate ontologies with domain-specific knowledge, by leveraging on large language models (LLMs) as oracles. Method. Starting from (i) an initial schema composed by inter-related classes andproperties and (ii) a set of query templates, our method queries the LLM multiple times, and generates instances for both classes and properties from its replies. Thus, the ontology is automatically filled with domain-specific knowledge, compliant to the initial schema. As a result, the ontology is quickly and automatically enriched with manifold instances, which experts may consider to keep, adjust, discard, or complement according to their own needs and expertise. Contribution. We formalise our method in general way and instantiate it over various LLMs, as well as on a concrete case study. We report experiments rooted in the nutritional domain where an ontology of food meals and their ingredients is semi-automatically instantiated from scratch, starting from a categorisation of meals and their relationships. There, we analyse the quality of the generated ontologies and compare ontologies attained by exploiting different LLMs. Finally, we provide a SWOT analysis of the proposed method."
