"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"An LLM supported approach to ontology and knowledge graph construction","https://scispace.com/paper/an-llm-supported-approach-to-ontology-and-knowledge-graph-4mk8wjgrrugu","2024","Proceedings Article","","Hang Yang
Liang Xiao
Rujun Zhu
Ziji Liu
Jianxia Chen","10.1109/bibm62325.2024.10822222","","The continuous development in the medical field faces multiple challenges in managing a large amount of literature and research results using traditional ontology and knowledge graph construction methods. These challenges include high labor costs, limited coverage, and poor dynamism of traditional ontology and knowledge graph construction methods. Large language models (LLMs) can solve various natural language processing tasks and can understand and generate human-like natural language, which makes automated construction of ontology expansion and knowledge graphs (KGs) possible. This paper proposes an ontology expansion method based on LLMs, using LLMs to formulate competency questions (CQs) to extend the initial ontology, and then constructing the knowledge graph based on the extended ontology. We demonstrated the feasibility of the method by creating a knowledge graph for breast cancer treatment. The combination of LLMs-based medical ontology and knowledge graph can achieve more efficient medical knowledge management and application, promoting the informatization and intelligent development of the medical field.","This paper proposes an LLM-supported approach to ontology and knowledge graph construction, leveraging large language models to automate competency question formulation and knowledge graph extension for efficient medical knowledge management and application."
"GenOM: Ontology Matching with Description Generation and Large Language Model","https://scispace.com/paper/genom-ontology-matching-with-description-generation-and-006d3mtq1tc6","2025","Journal Article","arXiv.org","Yiping Song
Jiaoyan Chen
Renate A. Schmidt","10.48550/arxiv.2508.10703","https://scispace.compdf/genom-ontology-matching-with-description-generation-and-006d3mtq1tc6.pdf","Ontology matching (OM) plays an essential role in enabling semantic interoperability and integration across heterogeneous knowledge sources, particularly in the biomedical domain which contains numerous complex concepts related to diseases and pharmaceuticals. This paper introduces GenOM, a large language model (LLM)-based ontology alignment framework, which enriches the semantic representations of ontology concepts via generating textual definitions, retrieves alignment candidates with an embedding model, and incorporates exact matching-based tools to improve precision. Extensive experiments conducted on the OAEI Bio-ML track demonstrate that GenOM can often achieve competitive performance, surpassing many baselines including traditional OM systems and recent LLM-based methods. Further ablation studies confirm the effectiveness of semantic enrichment and few-shot prompting, highlighting the framework's robustness and adaptability.","GenOM, a large language model-based ontology alignment framework, generates textual definitions, retrieves alignment candidates, and incorporates exact matching to improve precision, achieving competitive performance on the OAEI Bio-ML track and outperforming traditional OM systems and recent LLM-based methods."
"From human experts to machines: An LLM supported approach to ontology and knowledge graph construction","https://scispace.com/paper/from-human-experts-to-machines-an-llm-supported-approach-to-3f0rjdi6v5","2024","Journal Article","arXiv.org","Vamsi Krishna Kommineni
Birgitta König-Ries
Sheeba Samuel","10.48550/arxiv.2403.08345","","The conventional process of building Ontologies and Knowledge Graphs (KGs) heavily relies on human domain experts to define entities and relationship types, establish hierarchies, maintain relevance to the domain, fill the ABox (or populate with instances), and ensure data quality (including amongst others accuracy and completeness). On the other hand, Large Language Models (LLMs) have recently gained popularity for their ability to understand and generate human-like natural language, offering promising ways to automate aspects of this process. This work explores the (semi-)automatic construction of KGs facilitated by open-source LLMs. Our pipeline involves formulating competency questions (CQs), developing an ontology (TBox) based on these CQs, constructing KGs using the developed ontology, and evaluating the resultant KG with minimal to no involvement of human experts. We showcase the feasibility of our semi-automated pipeline by creating a KG on deep learning methodologies by exploiting scholarly publications. To evaluate the answers generated via Retrieval-Augmented-Generation (RAG) as well as the KG concepts automatically extracted using LLMs, we design a judge LLM, which rates the generated content based on ground truth. Our findings suggest that employing LLMs could potentially reduce the human effort involved in the construction of KGs, although a human-in-the-loop approach is recommended to evaluate automatically generated KGs.","The use of LLMs for semi-automated KG construction reduces human effort, but requires human oversight for quality control."
"Automating Intervention Discovery from Scientific Literature: A Progressive Ontology Prompting and Dual-LLM Framework","https://scispace.com/paper/automating-intervention-discovery-from-scientific-literature-104hqaeebhvn","2025","Journal Article","","Yuting Hu
Dancheng Liu
Qingyun Wang
Charles Yu
Chenhui Xu
Qingxiao Zheng
Heng Ji
Jinjun Xiong","10.24963/ijcai.2025/1078","","Identifying effective interventions from the scientific literature is challenging due to the high volume of publications, specialized terminology, and inconsistent reporting formats, making manual curation laborious and prone to oversight. To address this challenge, this paper proposes a novel framework leveraging large language models (LLMs), which integrates a progressive ontology prompting (POP) algorithm with a dual-agent system, named LLM-Duo. On the one hand, the POP algorithm conducts a prioritized breadth-first search (BFS) across a predefined ontology, generating structured prompt templates and action sequences to guide the automatic annotation process. On the other hand, the LLM-Duo system features two specialized LLM agents, an explorer and an evaluator, working collaboratively and adversarially to continuously refine annotation quality. We showcase the real-world applicability of our framework through a case study focused on speech-language intervention discovery. Experimental results show that our approach surpasses advanced baselines, achieving more accurate and comprehensive annotations through a fully automated process. Our approach successfully identified 2,421 interventions from a corpus of 64,177 research articles in the speech-language pathology domain, culminating in the creation of a publicly accessible intervention knowledge base with great potential to benefit the speech-language pathology community. ","This paper proposes a novel framework, LLM-Duo, integrating progressive ontology prompting and dual-large language models to automate intervention discovery from scientific literature, achieving more accurate and comprehensive annotations than advanced baselines in speech-language pathology."
"LLMs4OL 2025 Overview: The 2nd Large Language Models for Ontology Learning Challenge","https://scispace.com/paper/llms4ol-2025-overview-the-2nd-large-language-models-for-obpd0dlo5kx8","2025","Proceedings Article","Open conference proceedings","Hamed Babaei Giglou
Jennifer D’Souza
Nandana Mihindukulasooriya
Sören Auer
Hamed Babaei Giglou
Jennifer D’Souza
Nandana Mihindukulasooriya
Sören Auer","10.52825/ocp.v6i.2913","https://scispace.compdf/llms4ol-2025-overview-the-2nd-large-language-models-for-obpd0dlo5kx8.pdf","We present the results of the 2nd LLMs4OL 2025 Challenge, a shared task designed to evaluate the effectiveness of large language models (LLMs) for ontology learning. The challenge attracted a diverse set of participants who leveraged a broad spectrum of models, including general-purpose LLMs, domain-specific models, and embedding-based systems. Submissions covered multiple subtasks such as Text2Onto, term typing, taxonomy discovery, and non-taxonomic relationship extractions. The results highlight that hybrid pipelines integrating commercial LLMs with domain-tuned embeddings and fine-tuning approaches achieved the strongest overall performance, while specialized domain models improved results in biomedical and technical datasets. Key insights include the importance of prompt engineering, retrieval-augmented generation (RAG), and ensemble learning. This paper presents the second benchmark of LLM-driven ontology learning, serving as an overview of the participants’ contributions to the challenge. Building on this, this overview presents findings, highlights emerging strategies, and offers practical insights for researchers and practitioners seeking to align unstructured language with structured knowledge. ","The 2nd LLMs4OL 2025 Challenge evaluates large language models for ontology learning, with hybrid pipelines and specialized domain models achieving top performance, highlighting the importance of prompt engineering, RAG, and ensemble learning in ontology learning."
"CUET_Zenith at LLMs4OL 2025 Task C: Hybrid Embedding-LLM Architectures for Taxonomy Discovery","https://scispace.com/paper/cuet-zenith-at-llms4ol-2025-task-c-hybrid-embedding-llm-hvuajwa2eicp","2025","Proceedings Article","Open conference proceedings","Rehenuma Ilman
Mehreen Rahman
Samia Rahman
Rehenuma Ilman
Mehreen Rahman
Samia Rahman","10.52825/ocp.v6i.2896","https://scispace.compdf/cuet-zenith-at-llms4ol-2025-task-c-hybrid-embedding-llm-hvuajwa2eicp.pdf","Taxonomy discovery, the identification of hierarchical relationships within ontological structures, constitutes a foundational challenge in ontology learning. Our submission to the LLMs4OL 2025 challenge, employing hybrid architectures to address this task across both biomedical (Subtask C1: OBI) and general-purpose (Subtask C5: SchemaOrg) knowledge domains. For C1, we have integrated semantic clustering of Sentence-BERT embeddings with few-shot prompting using Qwen-3 (14B), enabling domain-specific hierarchy induction without task-specific fine-tuning. For C5, we have introduced a cascaded validation framework, harmonizing deep semantic representations from sentence transformer {all-mpnet-base-v2}, ensemble classification via XGBoost, and a hierarchical LLM-based reasoning pipeline utilizing TinyLlama and GPT-4o. To address inherent class imbalances, we have employed SMOTE-based augmentation and gated inference thresholds. Empirical results demonstrate that our hybrid methodology achieves competitive performance, confirming that the judicious integration of classical machine learning with large language models yields efficient and scalable solutions for ontology structure induction. Code implementations are publicly available. ",""
"Large Language Models as Oracles for Ontology Alignment","https://scispace.com/paper/large-language-models-as-oracles-for-ontology-alignment-9xod0iqdwg27","2025","Journal Article","arXiv.org","Sviatoslav Lushnei
Dmytro Shumskyi
Severyn Shykula
Ernesto Jiménez-Ruiz
Artur d'Avila Garcez","10.48550/arxiv.2508.08500","https://scispace.compdf/large-language-models-as-oracles-for-ontology-alignment-9xod0iqdwg27.pdf","Ontology alignment plays a crucial role in integrating diverse data sources across domains. There is a large plethora of systems that tackle the ontology alignment problem, yet challenges persist in producing highly quality correspondences among a set of input ontologies. Human-in-the-loop during the alignment process is essential in applications requiring very accurate mappings. User involvement is, however, expensive when dealing with large ontologies. In this paper, we explore the feasibility of using Large Language Models (LLM) as an alternative to the domain expert. The use of the LLM focuses only on the validation of the subset of correspondences where an ontology alignment system is very uncertain. We have conducted an extensive evaluation over several matching tasks of the Ontology Alignment Evaluation Initiative (OAEI), analysing the performance of several state-of-the-art LLMs using different ontology-driven prompt templates. The LLM results are also compared against simulated Oracles with variable error rates.","This study investigates the use of Large Language Models as oracles for ontology alignment, leveraging their validation capabilities to improve correspondence accuracy, particularly in uncertain cases, and compares their performance with simulated oracles and state-of-the-art systems."
"SOEL: Supporting Ontology Engineering with Large Language Models","https://scispace.com/paper/soel-supporting-ontology-engineering-with-large-language-0qhsqoedsrjn","2025","Repository","","Poveda-Villalón, María","10.5281/zenodo.15609911","","The infl uence of Large Language Models (LLMs) is currently boosting and reshaping current practices in numerous fi elds, for example computer science. Due to their high capabilities in natural language understanding, their impact has been particularly evident in the fi eld of Natural Language Processing. However, other areas of Artifi cial Intelligence, like knowledge representation and ontology engineering, may also benefi t signifi cantly from these technologies. However, developing ontologies is still a challenging and time-consuming task even though many tools have been developed by the scientifi c community to assist developers, for example, for formalizing tests to assess requirements, creating human-readable documentation for ontologies, ontology assessment, etc. In general, a signifi cant manual eff ort is still required from ontology developers for conceptualizing, reusing, and validating existing ontologies.To alleviate such ontology engineering tasks, several works have arisen proposing the use of LLMs to support the generation of competency questions, the conceptualization of models from text, the identifi cation of concept alignments, etc.). However, the tasks addressed in previous works are usually defi ned in an heterogeneous manner, with diff erent scope, inputs, expected outputs and metrics.In summary, there are no reference evaluation tasks (e.g., assessment is purely qualitative) reference datasets or benchmarks that help compare existing work against future eff orts. To address this situation, SOEL aims to explore the application and adaptation of (Large) Language Models in Ontology Engineering tasks by creating open reference datasets, defi ning evaluation tasks and comparison benchmarks through adapting state-of-the-art LLM models. Although SOEL’s approach is independent of a specifi c domain, it is planned to assess the results in three specifi c domains in IoT (smart buildings), Linguistics (defi nition of terminologies), and Open Science (description of scientifi c artifacts and experiments). ",""
"Advanced Ontological Modelling and Retrieval-Augmented Generation for Dynamic Knowledge Representation","https://scispace.com/paper/advanced-ontological-modelling-and-retrieval-augmented-85zvkh2wsbyy","2025","Journal Article","","M Pranavi","10.5281/zenodo.15486796","","With the exponential rise in unstructured data across industries, there is a growing need for systems that can derive meaningful insights from such content. This paper introduces a robust framework that merges Knowledge Graphs (KGs) with Retrieval-Augmented Generation (RAG) to transform diverse text formats into structured, queryable knowledge representations. By integrating natural language processing (NLP) techniques, graph modeling, and large language models (LLMs), our system extracts entities, maps relationships, and enables semantic querying using Neo4j and LangChain. Evaluations on real-world datasets demonstrate high accuracy in entity recognition and improvements in query response relevance. The framework presents valuable applications in academic research, healthcare, and education. ","This paper introduces a robust framework merging Knowledge Graphs with Retrieval-Augmented Generation to transform unstructured text into structured knowledge representations, leveraging NLP, graph modeling, and LLMs for entity recognition, relationship mapping, and semantic querying with high accuracy."
"Phoenixes at LLMs4OL 2024 Tasks A, B, and C: Retrieval Augmented Generation for Ontology Learning","https://scispace.com/paper/phoenixes-at-llms4ol-2024-tasks-a-b-and-c-retrieval-70g821ytjpze","2024","Proceedings Article","Open conference proceedings","Mahsa Sanaei
Fatemeh Azizi
Hamed Babaei Giglou","10.52825/ocp.v4i.2482","","Large language models (LLMs) showed great capabilities in ontology learning (OL) where they automatically extract knowledge from text. In this paper, we proposed a Retrieval Augmented Generation (RAG) formulation for three different tasks of ontology learning defined in the LLMs4OL Challenge at ISWC 2024. For task A - term typing - we considered terms as a query and encoded the query through the Query Encoder model for searching through knowledge base embedding of types embeddings obtained through Context Encoder. Next, using Zero-Shot Prompt template we asked LLM to determine what types are appropriate for a given term within the term typing task. Similarly, for Task B, we calculated the similarity matrix using an encoder-based transformer model, and by applying the similarity threshold we considered only similar pairs to query LLM to identify whatever pairs have the ""is-a"" relation between a given type and in a case of having the relationships which one is ""parent"" and which one is ""child"". In final, for Task C -- non-taxonomic relationship extraction -- we combined both approaches for Task A and B, where first using Task B formulation, child-parents are identified then using Task A, we assigned them an appropriate relationship. For the LLMs4OL challenge, we experimented with the proposed framework over 5 subtasks of Task A, all subtasks of Task B, and one subtask of Task C using Mistral-7B LLM. ","This paper proposes a Retrieval Augmented Generation (RAG) framework for ontology learning tasks A, B, and C, leveraging large language models to extract knowledge from text, and achieves state-of-the-art results on the LLMs4OL Challenge at ISWC 2024."
"Can Large Language Models Augment a Biomedical Ontology with missing Concepts and Relations?","https://scispace.com/paper/can-large-language-models-augment-a-biomedical-ontology-with-5g3y1pzim7","2023","Journal Article","arXiv.org","Antonio Zaitoun
Tomer Sagi
Szymon Wilk
Mor Peleg","10.48550/arxiv.2311.06858","","Ontologies play a crucial role in organizing and representing knowledge. However, even current ontologies do not encompass all relevant concepts and relationships. Here, we explore the potential of large language models (LLM) to expand an existing ontology in a semi-automated fashion. We demonstrate our approach on the biomedical ontology SNOMED-CT utilizing semantic relation types from the widely used UMLS semantic network. We propose a method that uses conversational interactions with an LLM to analyze clinical practice guidelines (CPGs) and detect the relationships among the new medical concepts that are not present in SNOMED-CT. Our initial experimentation with the conversational prompts yielded promising preliminary results given a manually generated gold standard, directing our future potential improvements.","This work proposes a method that uses conversational interactions with an LLM to analyze clinical practice guidelines (CPGs) and detect the relationships among the new medical concepts that are not present in SNOMED-CT."
"Automating Intervention Discovery from Scientific Literature: A Progressive Ontology Prompting and Dual-LLM Framework","https://scispace.com/paper/automating-intervention-discovery-from-scientific-literature-ixd37k35g6l6","2024","Journal Article","","Yuting Hu
Dancheng Liu
Qingyun Wang
Charles Yu
Chenhui Xu
Qingxiao Zheng
Heng Ji
Jinjun Xiong","10.24963/ijcai.2024/1078","","Identifying effective interventions from the scientific literature is challenging due to the high volume of publications, specialized terminology, and inconsistent reporting formats, making manual curation laborious and prone to oversight. To address this challenge, this paper proposes a novel framework leveraging large language models (LLMs), which integrates a progressive ontology prompting (POP) algorithm with a dual-agent system, named LLM-Duo. On the one hand, the POP algorithm conducts a prioritized breadth-first search (BFS) across a predefined ontology, generating structured prompt templates and action sequences to guide the automatic annotation process. On the other hand, the LLM-Duo system features two specialized LLM agents, an explorer and an evaluator, working collaboratively and adversarially to continuously refine annotation quality. We showcase the real-world applicability of our framework through a case study focused on speech-language intervention discovery. Experimental results show that our approach surpasses advanced baselines, achieving more accurate and comprehensive annotations through a fully automated process. Our approach successfully identified 2,421 interventions from a corpus of 64,177 research articles in the speech-language pathology domain, culminating in the creation of a publicly accessible intervention knowledge base with great potential to benefit the speech-language pathology community. ","This paper proposes a novel framework, LLM-Duo, integrating progressive ontology prompting and dual-large language models to automate intervention discovery from scientific literature, achieving more accurate and comprehensive annotations than advanced baselines in speech-language pathology."
"Dynamic Retrieval Augmented Generation of Ontologies using Artificial Intelligence (DRAGON-AI)","https://scispace.com/paper/dynamic-retrieval-augmented-generation-of-ontologies-using-1rm1f1x8ll","2023","Journal Article","arXiv.org","Sabrina Toro
Anna V Anagnostopoulos
Sue Bello
Kai Blumberg
Rhiannon Cameron
Leigh C. Carmody
Alexander D Diehl
Damion M. Dooley
William Duncan
Petra Fey
Pascale Gaudet
Nomi L. Harris
Marcin P. Joachimiak
Leila Kiani
Tiago Lubiana
Monica Munoz-Torres
Shawn T O'Neil
David Osumi-Sutherland
Aleix Puig
Justin P Reese
Leonore Reiser
Sofia M. C. Robb
Troy Ruemping
James Seager
Eric Sid
Ray Stefancsik
Magalie Weber
Valerie Wood
Melissa A. Haendel
Christopher J. Mungall","10.48550/arxiv.2312.10904","","Ontologies are fundamental components of informatics infrastructure in domains such as biomedical, environmental, and food sciences, representing consensus knowledge in an accurate and computable form. However, their construction and maintenance demand substantial resources, necessitating substantial collaborative efforts of domain experts, curators, and ontology experts. We present Dynamic Retrieval Augmented Generation of Ontologies using AI (DRAGON-AI), an ontology generation method employing Large Language Models (LLMs) and Retrieval Augmented Generation (RAG). This method can generate textual and logical ontology components, drawing from existing knowledge in multiple ontologies, as well as unstructured textual sources. We assessed DRAGON-AI across ten diverse ontologies, making use of extensive manual evaluation of results. We demonstrate high precision for relationship generation, close to but lower than precision from logic-based reasoning. We also demonstrate definition generation comparable with but lower than human-generated definitions. Notably, expert evaluators were better able to discern subtle flaws in AI-generated definitions. We also demonstrated the ability of DRAGON-AI to incorporate natural language instructions in the form of GitHub issues. These findings suggest DRAGON-AI's potential to substantially aid the manual ontology construction process. However, our results also underscore the importance of having expert curators and ontology editors drive the ontology generation process.","DRAGON-AI's potential to substantially aid the manual ontology construction process is suggested, but the results also underscore the importance of having expert curators and ontology editors drive the ontology generation process."
"Dynamic Retrieval Augmented Generation of Ontologies using Artificial Intelligence (DRAGON-AI)","https://scispace.com/paper/dynamic-retrieval-augmented-generation-of-ontologies-using-5t453cfx8cdu","2024","Journal Article","Journal of Biomedical Semantics","Sabrina Toro
Anna V. Anagnostopoulos
Susan M. Bello
Kai Blumberg
Rhiannon Cameron
Leigh Carmody
Alexander D. Diehl
Damion Dooley
William D. Duncan
Petra Fey
Pascale Gaudet
Nomi L. Harris
Marcin P. Joachimiak
Leila Kiani
Tiago Lubiana
Monica Muñoz‐Torres
Shawn T. O’Neil
David Osumi-Sutherland
Aleix Puig-Barbe
Justin Reese
Leonore Reiser
Sofia Robb
Troy Ruemping
James Seager
Eric Sid
Ray Stefancsik
Magalie Weber
Valerie Wood
Melissa Haendel
Chris Mungall","10.1186/s13326-024-00320-3","","Abstract Background Ontologies are fundamental components of informatics infrastructure in domains such as biomedical, environmental, and food sciences, representing consensus knowledge in an accurate and computable form. However, their construction and maintenance demand substantial resources and necessitate substantial collaboration between domain experts, curators, and ontology experts. We present Dynamic Retrieval Augmented Generation of Ontologies using AI (DRAGON-AI), an ontology generation method employing Large Language Models (LLMs) and Retrieval Augmented Generation (RAG). DRAGON-AI can generate textual and logical ontology components, drawing from existing knowledge in multiple ontologies and unstructured text sources. Results We assessed performance of DRAGON-AI on de novo term construction across ten diverse ontologies, making use of extensive manual evaluation of results. Our method has high precision for relationship generation, but has slightly lower precision than from logic-based reasoning. Our method is also able to generate definitions deemed acceptable by expert evaluators, but these scored worse than human-authored definitions. Notably, evaluators with the highest level of confidence in a domain were better able to discern flaws in AI-generated definitions. We also demonstrated the ability of DRAGON-AI to incorporate natural language instructions in the form of GitHub issues. Conclusions These findings suggest DRAGON-AI's potential to substantially aid the manual ontology construction process. However, our results also underscore the importance of having expert curators and ontology editors drive the ontology generation process. ","DRAGON-AI, an AI-powered ontology generation method, uses Large Language Models and Retrieval Augmented Generation to construct and maintain ontologies, achieving high precision in relationship generation and acceptable definitions, but requiring human oversight and expertise."
"Semi-Automatic Domain Ontology Construction: LLMs, Modularization, and Cognitive Representation","https://scispace.com/paper/semi-automatic-domain-ontology-construction-llms-g26wpw7vbq5o","2025","Journal Article","","Silvia Borowicc
Solange Alves-Souza","10.5220/0013718000004000","",": Domain ontology construction is a complex and resource-intensive task, traditionally relying on extensive manual effort from ontology engineers and domain experts. While Large Language Models (LLMs) show promise for automating parts of this process, studies indicate they often struggle with capturing domain-specific nuances, maintaining ontological consistency, and identifying subtle relationships, frequently requiring significant human curation. This paper presents a semi-automatic method for domain ontology construction that combines the capabilities of LLMs with established ontology engineering practices, modularization, and cognitive representation. We developed a pipeline incorporating semantic retrieval from heterogeneous document collections, and prompt-guided LLM generation. Two distinct scenarios were evaluated to assess the influence of prior structured knowledge: one using only retrieved document content as input, and another incorporating expert-defined structured seed terms alongside document content. The approach was applied to the domain of Dengue surveillance and control, and the resulting ontologies were evaluated based on structural metrics and logical consistency. Results showed that the scenario incorporating expert-defined seed terms yielded ontologies with greater conceptual coverage, deeper hierarchies and improved cognitive representation compared to the scenario without prior structured knowledge. We also observed significant performance variations between different LLM models regarding their ability to capture semantic details and structure complex domains. This work demonstrates the viability and benefits of a hybrid approach for ontology construction, highlighting the crucial role of combining LLMs with human expertise for more efficient, consistent, and cognitively aligned ontology engineering. The findings support an iterative and incremental ontology development process and suggest LLMs are valuable assistants when guided by domain-specific inputs and integrated into a structured methodology.","This study presents a semi-automatic domain ontology construction method combining Large Language Models (LLMs) with modularization and cognitive representation, yielding improved ontologies with greater conceptual coverage and logical consistency when incorporating expert-defined seed terms."
"On the Use of Large Language Models to Generate Capability Ontologies","https://scispace.com/paper/on-the-use-of-large-language-models-to-generate-capability-3qt9pbelgh","2024","Preprint","","Luis Miguel Vieira da Silva
Aljosha Köcher
Felix Gehlhoff
Alexander Fay","10.48550/arxiv.2404.17524","https://scispace.compdf/on-the-use-of-large-language-models-to-generate-capability-3qt9pbelgh.pdf","Capability ontologies are increasingly used to model functionalities of systems or machines. The creation of such ontological models with all properties and constraints of capabilities is very complex and can only be done by ontology experts. However, Large Language Models (LLMs) have shown that they can generate machine-interpretable models from natural language text input and thus support engineers / ontology experts. Therefore, this paper investigates how LLMs can be used to create capability ontologies. We present a study with a series of experiments in which capabilities with varying complexities are generated using different prompting techniques and with different LLMs. Errors in the generated ontologies are recorded and compared. To analyze the quality of the generated ontologies, a semi-automated approach based on RDF syntax checking, OWL reasoning, and SHACL constraints is used. The results of this study are very promising because even for complex capabilities, the generated ontologies are almost free of errors. ","Large Language Models can generate capability ontologies with minimal errors, supporting engineers and ontology experts."
"Ontology-grounded Automatic Knowledge Graph Construction by LLM under
  Wikidata schema","https://scispace.com/paper/ontology-grounded-automatic-knowledge-graph-construction-by-7auwgev0uzgq","2024","Journal Article","","Xiaohan Feng
Xixin Wu
Helen Meng","10.48550/arxiv.2412.20942","https://scispace.compdf/ontology-grounded-automatic-knowledge-graph-construction-by-7auwgev0uzgq.pdf","We propose an ontology-grounded approach to Knowledge Graph (KG) construction using Large Language Models (LLMs) on a knowledge base. An ontology is authored by generating Competency Questions (CQ) on knowledge base to discover knowledge scope, extracting relations from CQs, and attempt to replace equivalent relations by their counterpart in Wikidata. To ensure consistency and interpretability in the resulting KG, we ground generation of KG with the authored ontology based on extracted relations. Evaluation on benchmark datasets demonstrates competitive performance in knowledge graph construction task. Our work presents a promising direction for scalable KG construction pipeline with minimal human intervention, that yields high quality and human-interpretable KGs, which are interoperable with Wikidata semantics for potential knowledge base expansion. ","This study proposes an ontology-grounded approach to Knowledge Graph construction using Large Language Models, leveraging Wikidata schema, to generate high-quality, human-interpretable KGs with minimal human intervention, demonstrating competitive performance on benchmark datasets."
"KROMA: Ontology Matching with Knowledge Retrieval and Large Language Models","https://scispace.com/paper/kroma-ontology-matching-with-knowledge-retrieval-and-large-f1mxx86kq31q","2025","Journal Article","arXiv.org","Lam Nguyen
Erika Barcelos
Roger H. French
Yinghui Wu","10.48550/arxiv.2507.14032","https://scispace.compdf/kroma-ontology-matching-with-knowledge-retrieval-and-large-f1mxx86kq31q.pdf","Ontology Matching (OM) is a cornerstone task of semantic interoperability, yet existing systems often rely on handcrafted rules or specialized models with limited adaptability. We present KROMA, a novel OM framework that harnesses Large Language Models (LLMs) within a Retrieval-Augmented Generation (RAG) pipeline to dynamically enrich the semantic context of OM tasks with structural, lexical, and definitional knowledge. To optimize both performance and efficiency, KROMA integrates a bisimilarity-based concept matching and a lightweight ontology refinement step, which prune candidate concepts and substantially reduce the communication overhead from invoking LLMs. Through experiments on multiple benchmark datasets, we show that integrating knowledge retrieval with context-augmented LLMs significantly enhances ontology matching, outperforming both classic OM systems and cutting-edge LLM-based approaches while keeping communication overhead comparable. Our study highlights the feasibility and benefit of the proposed optimization techniques (targeted knowledge retrieval, prompt enrichment, and ontology refinement) for ontology matching at scale.","KROMA, a novel Ontology Matching framework, leverages Large Language Models and Retrieval-Augmented Generation to dynamically enrich semantic context, outperforming classic OM systems and LLM-based approaches while maintaining comparable communication overhead."
"Automating Knowledge Discovery from Scientific Literature via LLMs: A
  Dual-Agent Approach with Progressive Ontology Prompting","https://scispace.com/paper/automating-knowledge-discovery-from-scientific-literature-7cixxghq9j4e","2024","Journal Article","","Yuting Hu
Dancheng Liu
Qingyun Wang
Charles Yu
Heng Ji
Jinjun Xiong","10.48550/arxiv.2409.00054","https://scispace.compdf/automating-knowledge-discovery-from-scientific-literature-7cixxghq9j4e.pdf","To address the challenge of automating knowledge discovery from a vast volume of literature, in this paper, we introduce a novel framework based on large language models (LLMs) that combines a progressive ontology prompting (POP) algorithm with a dual-agent system, named LLM-Duo, designed to enhance the automation of knowledge extraction from scientific articles. The POP algorithm utilizes a prioritized breadth-first search (BFS) across a predefined ontology to generate structured prompt templates and action orders, thereby guiding LLMs to discover knowledge in an automatic manner. Additionally, our LLM-Duo employs two specialized LLM agents: an explorer and an evaluator. These two agents work collaboratively and adversarially to enhance the reliability of the discovery and annotation processes. Experiments demonstrate that our method outperforms advanced baselines, enabling more accurate and complete annotations. To validate the effectiveness of our method in real-world scenarios, we employ our method in a case study of speech-language intervention discovery. Our method identifies 2,421 interventions from 64,177 research articles in the speech-language therapy domain. We curate these findings into a publicly accessible intervention knowledge base that holds significant potential to benefit the speech-language therapy community. ","This paper introduces LLM-Duo, a dual-agent framework combining progressive ontology prompting and large language models to automate knowledge discovery from scientific literature, outperforming baselines and identifying 2,421 interventions in speech-language therapy research."
"Chain-of-Layer: Iteratively Prompting Large Language Models for Taxonomy Induction from Limited Examples","https://scispace.com/paper/chain-of-layer-iteratively-prompting-large-language-models-55vdljl8cl","2024","Journal Article","arXiv.org","Qingkai Zeng
Yuyang Bai
Zhaoxuan Tan
Shangbin Feng
Zhenwen Liang
Zhihan Zhang
Meng Jiang","10.48550/arxiv.2402.07386","","Automatic taxonomy induction is crucial for web search, recommendation systems, and question answering. Manual curation of taxonomies is expensive in terms of human effort, making automatic taxonomy construction highly desirable. In this work, we introduce Chain-of-Layer which is an in-context learning framework designed to induct taxonomies from a given set of entities. Chain-of-Layer breaks down the task into selecting relevant candidate entities in each layer and gradually building the taxonomy from top to bottom. To minimize errors, we introduce the Ensemble-based Ranking Filter to reduce the hallucinated content generated at each iteration. Through extensive experiments, we demonstrate that Chain-of-Layer achieves state-of-the-art performance on four real-world benchmarks.","This work introduces Chain-of-Layer which is an in-context learning framework designed to induct taxonomies from a given set of entities and demonstrates that Chain-of-Layer achieves state-of-the-art performance on four real-world benchmarks."
